"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2017","47","PM2.5","Sebastopol","06-097-0004","AQS","8","38","19","47","10"
"01/02/2017","36","PM2.5","Sebastopol","06-097-0004","AQS","6","31","15","36","12"
"01/03/2017","35","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","7","35","9","27","13"
"01/04/2017","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","7","31","7","15","11"
"01/05/2017","41","PM2.5","Sebastopol","06-097-0004","AQS","9","29","9","41","22"
"01/06/2017","37","PM2.5","Sebastopol","06-097-0004","AQS","10","26","11","37","13"
"01/07/2017","30","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","7","30","8","18","10"
"01/08/2017","29","Ozone","Sebastopol","06-097-0004","AQS","6","29","4","4","2"
"01/09/2017","33","Ozone","Sebastopol","06-097-0004","AQS","7","33","6","11","20"
"01/10/2017","41","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","41","6","3","2"
"01/11/2017","34","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","7","34","6","17","16"
"01/12/2017","29","PM2.5","Sebastopol","06-097-0004","AQS","9","29","6","29","17"
"01/13/2017","34","PM2.5","Sebastopol","06-097-0004","AQS","9","19","7","34","13"
"01/14/2017","36","PM2.5","Sebastopol","06-097-0004","AQS","6","23","9","36","15"
"01/15/2017","54","PM2.5","Sebastopol","06-097-0004","AQS","7","10","12","54","12"
"01/16/2017","64","PM2.5","Sebastopol","06-097-0004","AQS","7","15","14","64","11"
"01/17/2017","67","PM2.5","Sebastopol","06-097-0004","AQS","5","16","19","67","11"
"01/18/2017","59","PM2.5","Sebastopol","06-097-0004","AQS","5","35","17","59","13"
"01/19/2017","35","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","35","8","15","16"
"01/20/2017","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","38","10","18","8"
"01/21/2017","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","38","11","21","12"
"01/22/2017","37","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","37","7","15","16"
"01/23/2017","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","33","7","23","16"
"01/24/2017","33","PM2.5","Sebastopol","06-097-0004","AQS","6","33","10","33","18"
"01/25/2017","36","PM2.5","Sebastopol","06-097-0004","AQS",".","23","11","36","19"
"01/26/2017","48","PM2.5","Sebastopol","06-097-0004","AQS","7","25","9","48","20"
"01/27/2017","34","PM2.5","Sebastopol","06-097-0004","AQS","7","28","14","34","19"
"01/28/2017","52","PM2.5","Sebastopol","06-097-0004","AQS","7","28","13","52","29"
"01/29/2017","56","PM2.5","Sebastopol","06-097-0004","AQS","8","21","12","56","25"
"01/30/2017","52","PM2.5","Sebastopol","06-097-0004","AQS","9","24","11","52","23"
"01/31/2017","56","PM2.5","Sebastopol","06-097-0004","AQS","8","20","14","56","21"
"02/01/2017","68","PM2.5","Sebastopol","06-097-0004","AQS","8","22","18","68","23"
"02/02/2017","38","PM2.5","Sebastopol","06-097-0004","AQS","8","33","6","38","14"
"02/03/2017","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","38","8","21","3"
"02/04/2017","36","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","36","6","21","6"
"02/05/2017","42","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","42","6","29","8"
"02/06/2017","39","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","39","6","19","6"
"02/07/2017","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","32","5","13","4"
"02/08/2017","19","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","19","5","13","6"
"02/09/2017","40","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","40","4","18","2"
"02/10/2017","36","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","36","6","23","11"
"02/11/2017","32","PM2.5","Sebastopol","06-097-0004","AQS","6","29","8","32","14"
"02/12/2017","29","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","7","29","7","22","13"
"02/13/2017","30","PM2.5","Sebastopol","06-097-0004","AQS","6","23","8","30","9"
"02/14/2017","33","PM2.5","Sebastopol","06-097-0004","AQS","6","30","11","33","16"
"02/15/2017","48","PM2.5","Sebastopol","06-097-0004","AQS","6","35","14","48","15"
"02/16/2017","44","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","44","13","36","17"
"02/17/2017","32","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","32","6","19","13"
"02/18/2017","39","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","39","7","13","10"
"02/19/2017","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","33","6","15","4"
"02/20/2017","46","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","46","7","15","6"
"02/21/2017","41","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","41","8","15","10"
"02/22/2017","40","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","40","6","20","17"
"02/23/2017","39","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","39","9","21","21"
"02/24/2017","39","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","39","10","32","24"
"02/25/2017","36","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","7","36","12","35","21"
"02/26/2017","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","8","38","10","30","15"
"02/27/2017","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","38","9","23","11"
"02/28/2017","39","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS",".","39","12","29","."
"03/01/2017","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS",".","33","12","25","19"
"03/02/2017","34","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","34","11","24","17"
"03/03/2017","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","31","13","25","11"
"03/04/2017","40","Ozone","Sebastopol","06-097-0004","AQS","5","40","9","24","8"
"03/05/2017","43","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","43","8","13","8"
"03/06/2017","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","3","38","7","22","8"
"03/07/2017","35","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","35","6","27","17"
"03/08/2017","33","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","33","7","18","10"
"03/09/2017","28","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","28","10","18","7"
"03/10/2017","25","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","25","9","21","9"
"03/11/2017","34","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","34","9","24","8"
"03/12/2017","37","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","37","9","15","8"
"03/13/2017","39","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","39","12","18","16"
"03/14/2017","49","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","49","13","26","14"
"03/15/2017","19","Ozone","Sebastopol","06-097-0004","AQS","3","19","9","14","7"
"03/16/2017","26","Ozone","Sebastopol","06-097-0004","AQS","5","26","9","15","7"
"03/17/2017","44","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","44","10","19","10"
"03/18/2017","31","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","31","9","20","8"
"03/19/2017","21","Ozone","Sebastopol","06-097-0004","AQS","5","21","5","6","2"
"03/20/2017","23","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","23","6","14","8"
"03/21/2017","41","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","41","9","15","7"
"03/22/2017","39","Ozone","Sebastopol","06-097-0004","AQS","5","39","8","18","12"
"03/23/2017","38","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","5","38","9","22","16"
"03/24/2017","43","Ozone","Sebastopol","06-097-0004","AQS","5","43","7","13","7"
"03/25/2017","37","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","37","9","24","11"
"03/26/2017","35","Ozone","Healdsburg-Municipal Airport","06-097-1003","AQS","6","35","8","15","10"
