"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"01/01/2017","44","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","44"
"01/02/2017","26","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","26"
"01/03/2017","24","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","24"
"01/04/2017","40","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","40"
"01/05/2017","23","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","23"
"01/06/2017","20","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","20"
"01/07/2017","25","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","25"
"01/08/2017","26","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","26"
"01/09/2017","39","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","39"
"01/10/2017","45","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","45"
"01/11/2017","38","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","38"
"01/12/2017","19","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","19"
"01/13/2017","30","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","30"
"01/14/2017","33","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","33"
"01/15/2017","52","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","52"
"01/16/2017","58","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","58"
"01/17/2017","38","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","38"
"01/18/2017","47","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","47"
"01/19/2017","31","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","31"
"01/20/2017","15","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","15"
"01/21/2017","54","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","54"
"01/22/2017","25","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","25"
"01/23/2017","39","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","39"
"01/24/2017","39","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","39"
"01/25/2017","28","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","28"
"01/26/2017","54","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","54"
"01/27/2017","29","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","29"
"01/28/2017","58","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","58"
"01/29/2017","51","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","51"
"01/30/2017","41","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","41"
"01/31/2017","35","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","35"
"02/01/2017","32","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","32"
"02/02/2017","24","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","24"
"02/03/2017","36","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","36"
"02/04/2017","31","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","31"
"02/05/2017","24","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","24"
"02/06/2017","13","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","13"
"02/07/2017","31","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","31"
"02/08/2017","29","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","29"
"02/09/2017","45","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","45"
"02/10/2017","30","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","30"
"02/11/2017","18","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","18"
"02/12/2017","27","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","27"
"02/13/2017","43","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","43"
"02/14/2017","18","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","18"
"02/15/2017","38","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","38"
"02/16/2017","33","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","33"
"02/17/2017","27","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","27"
"02/18/2017","13","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","13"
"02/19/2017","23","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","23"
"02/20/2017","27","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","27"
"02/21/2017","23","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","23"
"02/22/2017","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"02/23/2017","11","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","11"
"02/24/2017","9","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","9"
"02/25/2017","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"02/26/2017","15","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","15"
"02/27/2017","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"02/28/2017","16","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","16"
"03/01/2017","13","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","13"
"03/02/2017","20","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","20"
"03/03/2017","13","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","13"
"03/04/2017","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"03/05/2017","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"03/06/2017","11","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","11"
"03/07/2017","9","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","9"
"03/08/2017","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"03/09/2017","8","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","8"
"03/10/2017","33","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","33"
"03/11/2017","22","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","22"
"03/12/2017","18","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","18"
"03/13/2017","13","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","13"
"03/14/2017","11","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","11"
"03/15/2017","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"03/16/2017","15","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","15"
"03/17/2017","15","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","15"
"03/18/2017","22","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","22"
"03/19/2017","39","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","39"
"03/20/2017","17","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","17"
"03/21/2017","18","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","18"
"03/22/2017","19","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","19"
"03/23/2017","10","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","10"
"03/24/2017","22","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","22"
"03/25/2017","17","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","17"
"03/26/2017","16","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","16"
"03/27/2017","20","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","20"
"03/28/2017","25","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","25"
"03/29/2017","28","PM2.5","CRESCENT CITY-CRESCENT ELK SCHOOL","06-015-0007","AQS","28"
