"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2017","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40","10","31","6"
"01/02/2017","38","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","38","7","16","10"
"01/03/2017","39","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","39","2","7","10"
"01/04/2017","35","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","35","2","8","21"
"01/05/2017","39","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","39","6","23","23"
"01/06/2017","31","Ozone","Colfax-City Hall","06-061-0004","AQS","31","12","29","23"
"01/07/2017","31","Ozone","Colfax-City Hall","06-061-0004","AQS","31","5","23","15"
"01/08/2017","31","Ozone","Auburn-Atwood","06-061-0003","AQS","31",".","0","2"
"01/09/2017","37","Ozone","Auburn-Atwood","06-061-0003","AQS","37","1","7","12"
"01/10/2017","42","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","42",".","0","5"
"01/11/2017","39","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","39","4","10","10"
"01/12/2017","30","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","30","5","21","28"
"01/13/2017","37","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25","10","37","26"
"01/14/2017","45","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","25","11","45","10"
"01/15/2017","67","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","23","21","67","18"
"01/16/2017","57","PM2.5","Auburn-Atwood","06-061-0003","AQS","23","19","57","17"
"01/17/2017","59","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","26","19","59","16"
"01/18/2017","49","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","40","14","49","13"
"01/19/2017","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40","6","15","."
"01/20/2017","40","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","40","6","5","7"
"01/21/2017","44","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","44","6","10","2"
"01/22/2017","44","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","44","4","10","8"
"01/23/2017","39","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","39","4","7","10"
"01/24/2017","37","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","37","8","15","29"
"01/25/2017","35","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","35","13","31","24"
"01/26/2017","38","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","38","9","23","23"
"01/27/2017","30","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","30","11","30","24"
"01/28/2017","42","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32","10","42","33"
"01/29/2017","45","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38","9","45","23"
"01/30/2017","45","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35","12","45","29"
"01/31/2017","53","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","31","16","53","24"
"02/01/2017","71","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","40","22","71","21"
"02/02/2017","40","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","37","6","40","21"
"02/03/2017","40","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","40","4","27","7"
"02/04/2017","37","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","37","5","35","9"
"02/05/2017","41","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","41","6","30","7"
"02/06/2017","44","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","44","2","28","5"
"02/07/2017","44","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","44","3","35","7"
"02/08/2017","34","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","27","2","34","7"
"02/09/2017","38","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","38","5","38","7"
"02/10/2017","39","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","39","5","32","10"
"02/11/2017","37","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","37","4","25","11"
"02/12/2017","40","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","39","6","40","13"
"02/13/2017","44","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","32","10","44","15"
"02/14/2017","43","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","35","9","43","21"
"02/15/2017","49","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","45","13","49","16"
"02/16/2017","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44","11","43","8"
"02/17/2017","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40",".","7","8"
"02/18/2017","43","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","43",".","11","6"
"02/19/2017","43","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","43","0","15","3"
"02/20/2017","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44",".","3","8"
"02/21/2017","42","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","42","2","9","9"
"02/22/2017","42","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","42","3","15","16"
"02/23/2017","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40","3","13","32"
"02/24/2017","42","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","42","4","17","16"
"02/25/2017","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44","4","18","25"
"02/26/2017","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44","4","23","20"
"02/27/2017","44","Ozone","Auburn-Atwood","06-061-0003","AQS","44","2","10","31"
"02/28/2017","42","Ozone","Auburn-Atwood","06-061-0003","AQS","42","4","16","."
"03/01/2017","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40","5","25","29"
"03/02/2017","45","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","45","6","28","36"
"03/03/2017","46","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","46","9","29","24"
"03/04/2017","49","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","49",".","11","7"
"03/05/2017","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44","1","4","8"
"03/06/2017","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44","3","16","14"
"03/07/2017","42","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","42","3","15","29"
"03/08/2017","38","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","38","5","25","27"
"03/09/2017","34","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","34","2","6","31"
"03/10/2017","31","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","31","4","14","29"
"03/11/2017","41","Ozone","Auburn-Atwood","06-061-0003","AQS","41","2","19","25"
"03/12/2017","41","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","41","3","9","30"
"03/13/2017","45","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","45","4","10","25"
"03/14/2017","54","Ozone","Auburn-Atwood","06-061-0003","AQS","54","6","32","38"
"03/15/2017","45","Ozone","Auburn-Atwood","06-061-0003","AQS","45","5","18","10"
"03/16/2017","40","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","40",".","18","18"
"03/17/2017","51","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","51","4","10","15"
"03/18/2017","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44","4","15","8"
"03/19/2017","47","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","47","2","20","14"
"03/20/2017","42","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","42","3","22","16"
"03/21/2017","45","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","45","1","9","8"
"03/22/2017","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44",".","3","9"
"03/23/2017","44","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","44","0","5","12"
"03/24/2017","47","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","47","1","4","8"
