"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM25"
"02/02/2017","37","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","37"
"02/03/2017","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","62"
"02/04/2017","86","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","86"
"02/05/2017","47","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","47"
"02/06/2017","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"02/07/2017","60","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","60"
"02/08/2017","93","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","93"
"02/09/2017","81","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","81"
"02/10/2017","55","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","55"
"02/11/2017","45","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","45"
"02/12/2017","54","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","54"
"02/13/2017","71","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","71"
"02/14/2017","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","58"
"02/15/2017","84","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","84"
"02/16/2017","47","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","47"
"02/17/2017","36","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","36"
"02/18/2017","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"02/19/2017","55","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","55"
"02/20/2017","48","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","48"
"02/21/2017","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","21"
"02/22/2017","15","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","15"
"06/08/2017","27","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","27"
"06/21/2017","10","PM2.5","Trinity","06-105-9000","AQS","10"
"06/24/2017","18","PM2.5","Trinity","06-105-9000","AQS","18"
"06/27/2017","13","PM2.5","Trinity","06-105-9000","AQS","13"
"06/28/2017","9","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","9"
"06/30/2017","13","PM2.5","Trinity","06-105-9000","AQS","13"
"07/03/2017","27","PM2.5","Trinity","06-105-9000","AQS","27"
"07/06/2017","9","PM2.5","Trinity","06-105-9000","AQS","9"
"07/09/2017","16","PM2.5","Trinity","06-105-9000","AQS","16"
"07/12/2017","16","PM2.5","Trinity","06-105-9000","AQS","16"
"07/15/2017","13","PM2.5","Trinity","06-105-9000","AQS","13"
"07/18/2017","27","PM2.5","Trinity","06-105-9000","AQS","27"
"07/20/2017","4","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","4"
"07/21/2017","10","PM2.5","Trinity","06-105-9000","AQS","10"
"07/22/2017","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","21"
"07/23/2017","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"07/24/2017","45","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","45"
"07/25/2017","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"07/26/2017","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"07/27/2017","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"07/28/2017","19","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","19"
"07/29/2017","17","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","17"
"07/30/2017","54","PM2.5","Trinity","06-105-9000","AQS","54"
"08/02/2017","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","62"
"08/03/2017","50","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","50"
"08/04/2017","31","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","31"
"08/05/2017","41","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","41"
"08/06/2017","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"08/07/2017","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"08/08/2017","61","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","61"
"08/09/2017","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","58"
"08/10/2017","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"08/11/2017","40","PM2.5","Trinity","06-105-9000","AQS","40"
"08/12/2017","44","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","44"
"08/13/2017","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"08/14/2017","20","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","20"
"08/15/2017","38","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","38"
"08/16/2017","66","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","66"
"08/17/2017","77","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","77"
"08/18/2017","122","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","122"
"08/19/2017","169","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","169"
"08/20/2017","134","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","134"
"08/21/2017","120","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","120"
"08/22/2017","67","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","67"
"08/23/2017","77","PM2.5","Trinity","06-105-9000","AQS","77"
"08/24/2017","150","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","150"
"08/25/2017","88","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","88"
"08/26/2017","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"08/27/2017","19","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","19"
"08/28/2017","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"08/29/2017","52","PM2.5","Trinity","06-105-9000","AQS","52"
"09/01/2017","291","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","291"
"09/03/2017","498","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","498"
"09/04/2017","406","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","406"
"09/05/2017","262","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","262"
"09/06/2017","71","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","71"
"09/07/2017","47","PM2.5","Trinity","06-105-9000","AQS","47"
"09/08/2017","84","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","84"
"09/09/2017","84","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","84"
"09/10/2017","71","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","71"
"09/11/2017","82","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","82"
"09/12/2017","76","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","76"
"09/13/2017","97","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","97"
"09/14/2017","71","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","71"
"09/15/2017","87","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","87"
"09/16/2017","102","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","102"
"09/17/2017","90","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","90"
"09/18/2017","10","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","10"
"09/19/2017","14","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","14"
"09/20/2017","4","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","4"
"09/21/2017","14","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","14"
"09/22/2017","10","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","10"
"09/23/2017","22","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","22"
"09/24/2017","22","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","22"
"09/25/2017","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"09/26/2017","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"09/27/2017","18","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","18"
"09/28/2017","25","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","25"
"09/29/2017","19","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","19"
"09/30/2017","14","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","14"
"10/01/2017","16","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","16"
"10/02/2017","17","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","17"
"10/03/2017","8","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","8"
"10/04/2017","8","PM2.5","Trinity","06-105-9000","AQS","8"
"10/06/2017","25","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","25"
"10/07/2017","24","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","24"
"10/08/2017","13","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","13"
"10/09/2017","11","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","11"
"10/10/2017","79","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","79"
"10/11/2017","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"10/12/2017","40","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","40"
"10/13/2017","45","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","45"
"10/14/2017","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"10/15/2017","22","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","22"
"10/16/2017","52","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","52"
"10/17/2017","64","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","64"
"10/18/2017","60","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","60"
"10/19/2017","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"10/20/2017","21","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","21"
"10/21/2017","43","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","43"
"10/22/2017","23","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","23"
"10/23/2017","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"10/24/2017","26","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","26"
"10/25/2017","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"10/26/2017","32","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","32"
"10/27/2017","37","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","37"
"10/28/2017","33","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","33"
"10/29/2017","30","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","30"
"10/31/2017","31","PM2.5","Trinity","06-105-9000","AQS","31"
"11/03/2017","5","PM2.5","Trinity","06-105-9000","AQS","5"
"11/06/2017","6","PM2.5","Trinity","06-105-9000","AQS","6"
"11/09/2017","5","PM2.5","Trinity","06-105-9000","AQS","5"
"11/12/2017","8","PM2.5","Trinity","06-105-9000","AQS","8"
"11/15/2017","6","PM2.5","Trinity","06-105-9000","AQS","6"
"11/18/2017","8","PM2.5","Trinity","06-105-9000","AQS","8"
"11/21/2017","8","PM2.5","Trinity","06-105-9000","AQS","8"
"11/22/2017","47","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","47"
"11/23/2017","41","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","41"
"11/24/2017","28","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","28"
"11/25/2017","56","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","56"
"11/26/2017","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","62"
"11/27/2017","48","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","48"
"11/28/2017","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","58"
"11/29/2017","63","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","63"
"11/30/2017","61","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","61"
"12/01/2017","58","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","58"
"12/02/2017","62","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","62"
"12/03/2017","52","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","52"
"12/04/2017","64","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","64"
"12/05/2017","77","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","77"
"12/06/2017","73","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","73"
"12/07/2017","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","72"
"12/08/2017","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","72"
"12/09/2017","77","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","77"
"12/10/2017","67","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","67"
"12/11/2017","75","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","75"
"12/12/2017","85","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","85"
"12/13/2017","84","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","84"
"12/14/2017","93","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","93"
"12/15/2017","95","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","95"
"12/16/2017","65","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","65"
"12/17/2017","66","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","66"
"12/18/2017","69","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","69"
"12/19/2017","78","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","78"
"12/20/2017","50","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","50"
"12/21/2017","70","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","70"
"12/22/2017","93","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","93"
"12/23/2017","76","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","76"
"12/24/2017","84","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","84"
"12/25/2017","90","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","90"
"12/26/2017","59","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","59"
"12/27/2017","57","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","57"
"12/28/2017","67","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","67"
"12/29/2017","60","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","60"
"12/30/2017","72","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","72"
"12/31/2017","76","PM2.5","Weaverville-Courthouse","06-105-0002","AQS","76"
