"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2017","39","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","39","10","23"
"01/02/2017","31","Ozone","Hollister","06-069-0002","AQS","31","5","7"
"01/03/2017","33","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","33","4","11"
"01/04/2017","31","Ozone","Hollister","06-069-0002","AQS","31","0","5"
"01/05/2017","29","Ozone","Hollister","06-069-0002","AQS","29","2","2"
"01/06/2017","34","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","34","6","13"
"01/07/2017","34","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","34","0","3"
"01/08/2017","27","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","27","0","0"
"01/09/2017","35","Ozone","Hollister","06-069-0002","AQS","35","0","0"
"01/10/2017","38","Ozone","Hollister","06-069-0002","AQS","38","0","3"
"01/11/2017","37","Ozone","Hollister","06-069-0002","AQS","37","7","9"
"01/12/2017","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36","0","1"
"01/13/2017","30","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","30","5","11"
"01/14/2017","32","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","32","6","17"
"01/15/2017","28","PM2.5","Hollister","06-069-0002","AQS","28","7","28"
"01/16/2017","25","Ozone","Hollister","06-069-0002","AQS","25","7","24"
"01/17/2017","29","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","29","7","19"
"01/18/2017","34","Ozone","Hollister","06-069-0002","AQS","34","4","13"
"01/19/2017","35","Ozone","Hollister","06-069-0002","AQS","35","6","7"
"01/20/2017","40","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","40","2","3"
"01/21/2017","36","Ozone","Hollister","06-069-0002","AQS","36","6","8"
"01/22/2017","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36","0","6"
"01/23/2017","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36","0","0"
"01/24/2017","34","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","34","4","7"
"01/25/2017","33","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","33","6","10"
"01/26/2017","33","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","33","7","13"
"01/27/2017","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36","6","8"
"01/28/2017","35","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","35","6","17"
"01/29/2017","35","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","35","5","9"
"01/30/2017","36","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","36","6","14"
"01/31/2017","33","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","33","7","13"
"02/01/2017","45","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","45","10","17"
"02/02/2017","37","Ozone","Hollister","06-069-0002","AQS","37","0","0"
"02/03/2017","38","Ozone","Hollister","06-069-0002","AQS","38","3","8"
"02/04/2017","33","Ozone","Hollister","06-069-0002","AQS","33","5","5"
"02/05/2017","33","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","33","1","4"
"02/06/2017","38","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","38","2","15"
"02/07/2017","26","Ozone","Hollister","06-069-0002","AQS","26",".","0"
"02/08/2017","19","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","19","2","1"
"02/09/2017","19","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","19","3","5"
"02/10/2017","36","Ozone","Hollister","06-069-0002","AQS","36","5","3"
"02/11/2017","33","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","33","7","9"
"02/12/2017","31","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","31","8","13"
"02/13/2017","32","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","32","10","15"
"02/14/2017","32","Ozone","Hollister","06-069-0002","AQS","32","10","16"
"02/15/2017","31","Ozone","Pinnacles NP - Southwest of East Entrance Station","06-069-0003","AQS","31","10","14"
