"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"01/01/2017","243","PM10","Mono Shore","06-051-0011","AQS","243","3"
"01/02/2017","649","PM10","Mono Shore","06-051-0011","AQS","649","."
"01/03/2017","1977","PM10","Mono Shore","06-051-0011","AQS","1977","."
"01/04/2017","5","PM10","Mammoth","06-051-0001","AQS","5","0"
"01/05/2017","6","PM10","Mammoth","06-051-0001","AQS","6","."
"01/06/2017","41","PM10","Mammoth","06-051-0001","AQS","41","."
"01/07/2017","11","PM10","Mammoth","06-051-0001","AQS","11","0"
"01/08/2017","6","PM10","Mammoth","06-051-0001","AQS","6","."
"01/09/2017","3","PM10","Mammoth","06-051-0001","AQS","3","."
"01/10/2017","29","PM10","Mono Shore","06-051-0011","AQS","29","1"
"01/11/2017","58","PM10","Mono Shore","06-051-0011","AQS","58","."
"01/12/2017","7","PM10","Mammoth","06-051-0001","AQS","7","."
"01/13/2017","7","PM10","Mammoth","06-051-0001","AQS","7","."
"01/14/2017","38","PM10","Mammoth","06-051-0001","AQS","38","."
"01/15/2017","42","PM10","Mammoth","06-051-0001","AQS","42","."
"01/16/2017","53","PM10","Mammoth","06-051-0001","AQS","53","."
"01/17/2017","54","PM10","Mammoth","06-051-0001","AQS","54","."
"01/18/2017","13","PM10","Mammoth","06-051-0001","AQS","13","."
"01/19/2017","7","PM10","Mammoth","06-051-0001","AQS","7","0"
"01/20/2017","4","PM10","Mammoth","06-051-0001","AQS","4","."
"01/21/2017","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"01/22/2017","9","PM10","Mammoth","06-051-0001","AQS","9","0"
"01/23/2017","2","PM10","Mono Shore","06-051-0011","AQS","2","."
"01/24/2017","15","PM10","Mammoth","06-051-0001","AQS","15","."
"01/25/2017","50","PM10","Mammoth","06-051-0001","AQS","50","1"
"01/26/2017","22","PM10","Mammoth","06-051-0001","AQS","22","."
"01/27/2017","58","PM10","Mammoth","06-051-0001","AQS","58","."
"01/28/2017","62","PM10","Mammoth","06-051-0001","AQS","62","1"
"01/29/2017","58","PM10","Mammoth","06-051-0001","AQS","58","."
"01/30/2017","63","PM10","Mammoth","06-051-0001","AQS","63","."
"01/31/2017","46","PM10","Mammoth","06-051-0001","AQS","46","2"
"02/01/2017","17","PM10","Mammoth","06-051-0001","AQS","17","."
"02/02/2017","20","PM10","Mammoth","06-051-0001","AQS","20","."
"02/03/2017","6","PM10","Mammoth","06-051-0001","AQS","6","1"
"02/04/2017","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"02/05/2017","17","PM10","Mammoth","06-051-0001","AQS","17","."
"02/06/2017","6","PM10","Lee Vining","06-051-0005","AQS","6","1"
"02/07/2017","6","PM10","Mono Shore","06-051-0011","AQS","6","."
"02/08/2017","2","PM10","Mono Shore","06-051-0011","AQS","2","."
"02/09/2017","19","PM10","Lee Vining","06-051-0005","AQS","19","2"
"02/10/2017","3","PM10","Mammoth","06-051-0001","AQS","3","."
"02/11/2017","3","PM10","Mono Shore","06-051-0011","AQS","3","."
"02/12/2017","33","PM10","Mammoth","06-051-0001","AQS","33","2"
"02/13/2017","56","PM10","Mammoth","06-051-0001","AQS","56","."
"02/14/2017","59","PM10","Mammoth","06-051-0001","AQS","59","."
"02/15/2017","67","PM10","Mammoth","06-051-0001","AQS","67","."
"02/16/2017","647","PM10","Mono Shore","06-051-0011","AQS","647","."
"02/17/2017","7","PM10","Mammoth","06-051-0001","AQS","7","."
"02/18/2017","5","PM10","Mammoth","06-051-0001","AQS","5","0"
"02/19/2017","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"02/20/2017","39","PM10","Mono Shore","06-051-0011","AQS","39","."
"02/21/2017","11","PM10","Mono Shore","06-051-0011","AQS","11","1"
"02/22/2017","60","PM10","Mono Shore","06-051-0011","AQS","60","."
"02/23/2017","6","PM10","Mono Shore","06-051-0011","AQS","6","."
"02/24/2017","24","PM10","Mammoth","06-051-0001","AQS","24","."
"02/25/2017","17","PM10","Mammoth","06-051-0001","AQS","17","."
"02/26/2017","849","PM10","Mono Shore","06-051-0011","AQS","849","."
"02/27/2017","73","PM10","Mono Shore","06-051-0011","AQS","73","."
"02/28/2017","26","PM10","Mammoth","06-051-0001","AQS","26","."
"03/01/2017","57","PM10","Mammoth","06-051-0001","AQS","57","."
"03/02/2017","62","PM10","Mammoth","06-051-0001","AQS","62","."
"03/03/2017","54","PM10","Mammoth","06-051-0001","AQS","54","."
"03/04/2017","1296","PM10","Mono Shore","06-051-0011","AQS","1296","."
"03/05/2017","738","PM10","Mono Shore","06-051-0011","AQS","738","."
"03/06/2017","12","PM10","Mammoth","06-051-0001","AQS","12","."
"03/07/2017","19","PM10","Mammoth","06-051-0001","AQS","19","."
"03/08/2017","40","PM10","Mammoth","06-051-0001","AQS","40","2"
"03/09/2017","51","PM10","Mammoth","06-051-0001","AQS","51","."
"03/10/2017","43","PM10","Mammoth","06-051-0001","AQS","43","."
"03/11/2017","56","PM10","Mammoth","06-051-0001","AQS","56","4"
"03/12/2017","37","PM10","Mammoth","06-051-0001","AQS","37","."
"03/13/2017","39","PM10","Mammoth","06-051-0001","AQS","39","."
"03/14/2017","32","PM10","Mammoth","06-051-0001","AQS","32","7"
"03/15/2017","18","PM10","Mammoth","06-051-0001","AQS","18","."
"03/16/2017","27","PM10","Mammoth","06-051-0001","AQS","27","."
"03/17/2017","35","PM10","Mammoth","06-051-0001","AQS","35","."
"03/18/2017","66","PM10","Mono Shore","06-051-0011","AQS","66","."
"03/19/2017","10","PM10","Mammoth","06-051-0001","AQS","10","."
"03/20/2017","109","PM10","Mono Shore","06-051-0011","AQS","109","."
"03/21/2017","46","PM10","Mono Shore","06-051-0011","AQS","46","."
"03/22/2017","5","PM10","Mono Shore","06-051-0011","AQS","5","."
"03/23/2017","14","PM10","Mammoth","06-051-0001","AQS","14","4"
"03/24/2017","694","PM10","Mono Shore","06-051-0011","AQS","694","."
"03/25/2017","9","PM10","Mammoth","06-051-0001","AQS","9","."
"03/26/2017","11","PM10","Mammoth","06-051-0001","AQS","11","6"
"03/27/2017","59","PM10","Mono Shore","06-051-0011","AQS","59","."
"03/28/2017","19","PM10","Mammoth","06-051-0001","AQS","19","."
"03/29/2017","19","PM10","Mammoth","06-051-0001","AQS","19","5"
"03/30/2017","240","PM10","Mono Shore","06-051-0011","AQS","240","."
"03/31/2017","9","PM10","Mammoth","06-051-0001","AQS","9","."
"04/01/2017","25","PM10","Mammoth","06-051-0001","AQS","25","5"
"04/02/2017","16","PM10","Mammoth","06-051-0001","AQS","16","."
"04/03/2017","31","PM10","Mono Shore","06-051-0011","AQS","31","."
"04/04/2017","12","PM10","Mammoth","06-051-0001","AQS","12","6"
"04/05/2017","24","PM10","Mono Shore","06-051-0011","AQS","24","."
"04/06/2017","3439","PM10","Mono Shore","06-051-0011","AQS","3439","."
"04/07/2017","6","PM10","Mammoth","06-051-0001","AQS","6","0"
"04/08/2017","8","PM10","Mono Shore","06-051-0011","AQS","8","."
"04/09/2017","11","PM10","Mammoth","06-051-0001","AQS","11","."
"04/10/2017","35","PM10","Mammoth","06-051-0001","AQS","35","30"
"04/11/2017","169","PM10","Mono Shore","06-051-0011","AQS","169","."
"04/12/2017","417","PM10","Mono Shore","06-051-0011","AQS","417","."
"04/13/2017","82","PM10","Mono Shore","06-051-0011","AQS","82","3"
"04/14/2017","11","PM10","Mammoth","06-051-0001","AQS","11","."
"04/15/2017","18","PM10","Mammoth","06-051-0001","AQS","18","."
"04/16/2017","459","PM10","Mono Shore","06-051-0011","AQS","459","9"
"04/17/2017","3","PM10","Mono Shore","06-051-0011","AQS","3","."
"04/18/2017","2","PM10","Mono Shore","06-051-0011","AQS","2","."
"04/19/2017","19","PM2.5","Hoover Wilderness","06-051-9000","AQS","18","19"
"04/20/2017","6","PM10","Mammoth","06-051-0001","AQS","6","."
"04/21/2017","17","PM10","Mammoth","06-051-0001","AQS","17","."
"04/22/2017","12","PM10","Mammoth","06-051-0001","AQS","12","11"
"04/23/2017","9","PM10","Mammoth","06-051-0001","AQS","9","."
"04/24/2017","8","PM10","Mammoth","06-051-0001","AQS","8","."
"04/25/2017","56","PM10","Mono Shore","06-051-0011","AQS","56","8"
"04/26/2017","401","PM10","Mono Shore","06-051-0011","AQS","401","."
"04/27/2017","130","PM10","Mono Shore","06-051-0011","AQS","130","."
"04/28/2017","35","PM10","Mono Shore","06-051-0011","AQS","35","."
"04/29/2017","5","PM10","Mammoth","06-051-0001","AQS","5","."
"04/30/2017","11","PM10","Mammoth","06-051-0001","AQS","11","."
"05/01/2017","10","PM10","Mono Shore","06-051-0011","AQS","10","."
"05/02/2017","7","PM10","Mono Shore","06-051-0011","AQS","7","."
"05/03/2017","10","PM10","Mammoth","06-051-0001","AQS","10","."
"05/04/2017","16","PM10","Mammoth","06-051-0001","AQS","16","12"
"05/05/2017","31","PM10","Mono Shore","06-051-0011","AQS","31","."
"05/06/2017","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"05/07/2017","8","PM2.5","Hoover Wilderness","06-051-9000","AQS","6","8"
"05/08/2017","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/09/2017","8","PM10","Mammoth","06-051-0001","AQS","8","."
"05/10/2017","19","PM2.5","Hoover Wilderness","06-051-9000","AQS","12","19"
"05/11/2017","15","PM10","Mammoth","06-051-0001","AQS","15","."
"05/12/2017","268","PM10","Mono Shore","06-051-0011","AQS","268","."
"05/13/2017","8","PM2.5","Hoover Wilderness","06-051-9000","AQS","6","8"
"05/14/2017","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"05/15/2017","18","PM10","Mono Shore","06-051-0011","AQS","18","."
"05/16/2017","5","PM2.5","Hoover Wilderness","06-051-9000","AQS","5","5"
"05/17/2017","63","PM10","Mono Shore","06-051-0011","AQS","63","."
"05/18/2017","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"05/19/2017","6","PM10","Mammoth","06-051-0001","AQS","6","5"
"05/20/2017","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/21/2017","10","PM10","Mammoth","06-051-0001","AQS","10","."
"05/22/2017","14","PM2.5","Hoover Wilderness","06-051-9000","AQS","10","14"
"05/23/2017","12","PM10","Mammoth","06-051-0001","AQS","12","."
"05/24/2017","19","PM10","Mammoth","06-051-0001","AQS","19","."
"05/25/2017","21","PM10","Mammoth","06-051-0001","AQS","21","10"
"05/26/2017","11","PM10","Mono Shore","06-051-0011","AQS","11","."
"05/27/2017","8","PM10","Mammoth","06-051-0001","AQS","8","."
"05/28/2017","9","PM10","Mammoth","06-051-0001","AQS","9","6"
"05/29/2017","9","PM10","Mono Shore","06-051-0011","AQS","9","."
"05/30/2017","15","PM10","Mammoth","06-051-0001","AQS","15","."
"05/31/2017","15","PM2.5","Hoover Wilderness","06-051-9000","AQS","15","15"
"06/01/2017","9","PM10","Mammoth","06-051-0001","AQS","9","."
"06/02/2017","13","PM10","Mammoth","06-051-0001","AQS","13","."
"06/03/2017","19","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","19"
"06/04/2017","13","PM10","Mammoth","06-051-0001","AQS","13","."
"06/05/2017","8","PM10","Mono Shore","06-051-0011","AQS","8","."
"06/06/2017","14","PM2.5","Hoover Wilderness","06-051-9000","AQS","14","14"
"06/07/2017","17","PM10","Mammoth","06-051-0001","AQS","17","."
"06/08/2017","67","PM10","Mono Shore","06-051-0011","AQS","67","."
"06/09/2017","15","PM10","Mammoth","06-051-0001","AQS","15","5"
"06/10/2017","8","PM10","Mammoth","06-051-0001","AQS","8","."
"06/11/2017","59","PM10","Mono Shore","06-051-0011","AQS","59","."
"06/12/2017","51","PM10","Mono Shore","06-051-0011","AQS","51","4"
"06/13/2017","6","PM10","Mono Shore","06-051-0011","AQS","6","."
"06/14/2017","10","PM10","Mammoth","06-051-0001","AQS","10","."
"06/15/2017","12","PM10","Mammoth","06-051-0001","AQS","12","11"
"06/16/2017","11","PM10","Mammoth","06-051-0001","AQS","11","."
"06/17/2017","14","PM10","Mammoth","06-051-0001","AQS","14","."
"06/18/2017","15","PM10","Mono Shore","06-051-0011","AQS","15","11"
"06/19/2017","12","PM10","Mono Shore","06-051-0011","AQS","12","."
"06/20/2017","20","PM10","Mammoth","06-051-0001","AQS","20","."
"06/21/2017","26","PM10","Mono Shore","06-051-0011","AQS","26","24"
"06/22/2017","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"06/23/2017","17","PM10","Mammoth","06-051-0001","AQS","17","."
"06/24/2017","21","PM10","Mammoth","06-051-0001","AQS","21","15"
"06/25/2017","19","PM10","Mammoth","06-051-0001","AQS","19","."
"06/26/2017","25","PM10","Mammoth","06-051-0001","AQS","25","."
"06/27/2017","7","PM10","Mammoth","06-051-0001","AQS","7","4"
"06/28/2017","7","PM10","Mammoth","06-051-0001","AQS","7","."
"06/29/2017","10","PM10","Mammoth","06-051-0001","AQS","10","."
"06/30/2017","17","PM2.5","Hoover Wilderness","06-051-9000","AQS","13","17"
"07/01/2017","14","PM10","Mammoth","06-051-0001","AQS","14","."
"07/02/2017","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"07/03/2017","32","PM2.5","Hoover Wilderness","06-051-9000","AQS","31","32"
"07/04/2017","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"07/05/2017","22","PM10","Mono Shore","06-051-0011","AQS","22","."
"07/06/2017","23","PM2.5","Hoover Wilderness","06-051-9000","AQS","18","23"
"07/07/2017","28","PM10","Mono Shore","06-051-0011","AQS","28","."
"07/08/2017","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"07/09/2017","45","PM2.5","Hoover Wilderness","06-051-9000","AQS","27","45"
"07/10/2017","17","PM10","Mammoth","06-051-0001","AQS","17","."
"07/11/2017","10","PM10","Mammoth","06-051-0001","AQS","10","."
"07/12/2017","23","PM2.5","Hoover Wilderness","06-051-9000","AQS","18","23"
"07/13/2017","21","PM10","Mono Shore","06-051-0011","AQS","21","."
"07/14/2017","19","PM10","Mammoth","06-051-0001","AQS","19","."
"07/15/2017","29","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","29"
"07/16/2017","11","PM10","Mammoth","06-051-0001","AQS","11","."
"07/17/2017","21","PM10","Mono Shore","06-051-0011","AQS","21","."
"07/18/2017","97","PM2.5","Hoover Wilderness","06-051-9000","AQS","49","97"
"07/19/2017","45","PM10","Mono Shore","06-051-0011","AQS","45","."
"07/20/2017","52","PM10","Mono Shore","06-051-0011","AQS","52","."
"07/21/2017","63","PM2.5","Hoover Wilderness","06-051-9000","AQS","32","63"
"07/22/2017","17","PM10","Mammoth","06-051-0001","AQS","17","."
"07/23/2017","17","PM10","Mammoth","06-051-0001","AQS","17","."
"07/24/2017","21","PM2.5","Hoover Wilderness","06-051-9000","AQS","20","21"
"07/25/2017","11","PM10","Mammoth","06-051-0001","AQS","11","."
"07/26/2017","8","PM10","Mammoth","06-051-0001","AQS","8","."
"07/27/2017","14","PM2.5","Hoover Wilderness","06-051-9000","AQS","11","14"
"07/28/2017","9","PM10","Mammoth","06-051-0001","AQS","9","."
"07/29/2017","11","PM10","Mono Shore","06-051-0011","AQS","11","."
"07/30/2017","16","PM10","Mono Shore","06-051-0011","AQS","16","13"
"07/31/2017","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"08/01/2017","12","PM10","Mono Shore","06-051-0011","AQS","12","."
"08/02/2017","23","PM2.5","Hoover Wilderness","06-051-9000","AQS","23","23"
"08/03/2017","26","PM10","Mammoth","06-051-0001","AQS","26","."
"08/04/2017","20","PM10","Mono Shore","06-051-0011","AQS","20","."
"08/05/2017","37","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","37"
"08/06/2017","14","PM10","Mono Shore","06-051-0011","AQS","14","."
"08/07/2017","14","PM10","Mammoth","06-051-0001","AQS","14","."
"08/08/2017","43","PM10","Mammoth","06-051-0001","AQS","43","28"
"08/09/2017","66","PM10","Mammoth","06-051-0001","AQS","66","."
"08/10/2017","45","PM10","Mammoth","06-051-0001","AQS","45","."
"08/11/2017","38","PM2.5","Hoover Wilderness","06-051-9000","AQS","20","38"
"08/12/2017","18","PM10","Mono Shore","06-051-0011","AQS","18","."
"08/13/2017","24","PM10","Mono Shore","06-051-0011","AQS","24","."
"08/14/2017","115","PM2.5","Hoover Wilderness","06-051-9000","AQS","67","115"
"08/15/2017","24","PM10","Mammoth","06-051-0001","AQS","24","."
"08/16/2017","21","PM10","Mammoth","06-051-0001","AQS","21","."
"08/17/2017","20","PM2.5","Hoover Wilderness","06-051-9000","AQS","17","20"
"08/18/2017","18","PM10","Mammoth","06-051-0001","AQS","18","."
"08/19/2017","22","PM10","Mono Shore","06-051-0011","AQS","22","."
"08/20/2017","21","PM10","Mammoth","06-051-0001","AQS","21","17"
"08/21/2017","12","PM10","Mammoth","06-051-0001","AQS","12","."
"08/22/2017","13","PM10","Mammoth","06-051-0001","AQS","13","."
"08/23/2017","36","PM2.5","Hoover Wilderness","06-051-9000","AQS","21","36"
"08/24/2017","32","PM10","Mammoth","06-051-0001","AQS","32","."
"08/25/2017","27","PM10","Mono Shore","06-051-0011","AQS","27","."
"08/26/2017","34","PM2.5","Hoover Wilderness","06-051-9000","AQS","24","34"
"08/27/2017","19","PM10","Mammoth","06-051-0001","AQS","19","."
"08/28/2017","25","PM10","Mono Shore","06-051-0011","AQS","25","."
"08/29/2017","56","PM2.5","Hoover Wilderness","06-051-9000","AQS","27","56"
"08/30/2017","27","PM10","Mammoth","06-051-0001","AQS","27","."
"08/31/2017","43","PM10","Mammoth","06-051-0001","AQS","43","."
"09/01/2017","30","PM2.5","Hoover Wilderness","06-051-9000","AQS","19","30"
"09/02/2017","52","PM10","Mammoth","06-051-0001","AQS","52","."
"09/03/2017","59","PM10","Mammoth","06-051-0001","AQS","59","."
"09/04/2017","27","PM10","Mammoth","06-051-0001","AQS","27","22"
"09/05/2017","18","PM10","Mammoth","06-051-0001","AQS","18","."
"09/06/2017","13","PM10","Mono Shore","06-051-0011","AQS","13","."
"09/07/2017","22","PM10","Mammoth","06-051-0001","AQS","22","."
"09/08/2017","20","PM10","Mammoth","06-051-0001","AQS","20","."
"09/09/2017","14","PM10","Mammoth","06-051-0001","AQS","14","."
"09/10/2017","10","PM10","Mammoth","06-051-0001","AQS","10","."
"09/11/2017","14","PM10","Mono Shore","06-051-0011","AQS","14","."
"09/12/2017","81","PM10","Mono Shore","06-051-0011","AQS","81","."
"09/13/2017","9","PM10","Mammoth","06-051-0001","AQS","9","."
"09/14/2017","13","PM10","Mono Shore","06-051-0011","AQS","13","."
"09/15/2017","12","PM10","Mono Shore","06-051-0011","AQS","12","."
"09/16/2017","19","PM10","Mono Shore","06-051-0011","AQS","19","."
"09/17/2017","16","PM10","Mono Shore","06-051-0011","AQS","16","."
"09/18/2017","68","PM10","Mono Shore","06-051-0011","AQS","68","."
"09/19/2017","11","PM10","Lee Vining","06-051-0005","AQS","11","."
"09/20/2017","1245","PM10","Mono Shore","06-051-0011","AQS","1245","."
"09/21/2017","0","PM10","Mono Shore","06-051-0011","AQS","0","."
"09/22/2017","4","PM10","Mammoth","06-051-0001","AQS","4","."
"09/23/2017","3","PM10","Mono Shore","06-051-0011","AQS","3","."
"09/24/2017","4","PM10","Mono Shore","06-051-0011","AQS","4","."
"09/25/2017","9","PM10","Mammoth","06-051-0001","AQS","9","."
"09/26/2017","10","PM10","Mammoth","06-051-0001","AQS","10","."
