"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2017","57","PM2.5","Anaheim","06-059-0007","AQS","13","39","0","17","57","25"
"01/02/2017","42","Ozone","Costa Mesa","06-059-1003","AQS","13","42","0","7","35","27"
"01/03/2017","49","PM2.5","Anaheim","06-059-0007","AQS","16","29","0","17","49","38"
"01/04/2017","61","PM2.5","Anaheim","06-059-0007","AQS","16","32","0","20","61","28"
"01/05/2017","31","Ozone","Costa Mesa","06-059-1003","AQS","13","31","0","4","29","24"
"01/06/2017","39","Ozone","Costa Mesa","06-059-1003","AQS","14","39","0","12","38","32"
"01/07/2017","40","PM2.5","Anaheim","06-059-0007","AQS","17","31","0","20","40","37"
"01/08/2017","47","PM2.5","Anaheim","06-059-0007","AQS","17","34","0","15","47","42"
"01/09/2017","52","PM2.5","Anaheim","06-059-0007","AQS","17","31","0","11","52","31"
"01/10/2017","49","PM2.5","Anaheim","06-059-0007","AQS","15","34","0","13","49","27"
"01/11/2017","41","Ozone","Costa Mesa","06-059-1003","AQS","14","41","0","12","30","29"
"01/12/2017","37","Ozone","Costa Mesa","06-059-1003","AQS","13","37","0","7","33","28"
"01/13/2017","57","PM2.5","Anaheim","06-059-0007","AQS","15","33","0","16","57","37"
"01/14/2017","56","PM2.5","Anaheim","06-059-0007","AQS","14","30","1","18","56","32"
"01/15/2017","45","PM2.5","Anaheim","06-059-0007","AQS","11","40","0","16","45","26"
"01/16/2017","58","PM2.5","Anaheim","06-059-0007","AQS","13","38","0","25","58","42"
"01/17/2017","64","PM2.5","Anaheim","06-059-0007","AQS","16","38","0","31","64","44"
"01/18/2017","59","PM2.5","Anaheim","06-059-0007","AQS","15","40","0","26","59","34"
"01/19/2017","46","Ozone","Costa Mesa","06-059-1003","AQS","7","46","0","14","33","28"
"01/20/2017","45","Ozone","Costa Mesa","06-059-1003","AQS","7","45","0","7","24","26"
"01/21/2017","43","Ozone","Costa Mesa","06-059-1003","AQS","9","43","0","14","32","34"
"01/22/2017","43","Ozone","Costa Mesa","06-059-1003","AQS","8","43","0","6","24","20"
"01/23/2017","46","Ozone","Costa Mesa","06-059-1003","AQS","10","46","0","7","25","34"
"01/24/2017","52","PM2.5","Anaheim","06-059-0007","AQS","11","40","0","17","52","35"
"01/25/2017","57","PM2.5","Anaheim","06-059-0007","AQS","10","38","0","23","57","41"
"01/26/2017","42","Ozone","Costa Mesa","06-059-1003","AQS","11","42","0","19","41","38"
"01/27/2017","44","Ozone","Costa Mesa","06-059-1003","AQS","7","44","0","22","10","44"
"01/28/2017","46","NO2","Anaheim","06-059-0007","AQS","10","44","0","19","20","46"
"01/29/2017","44","Ozone","Costa Mesa","06-059-1003","AQS","11","44","0","11","17","44"
"01/30/2017","47","NO2","Anaheim Near-Road","06-059-0008","AQS","13","40","1","19","27","47"
"01/31/2017","51","PM2.5","Anaheim","06-059-0007","AQS","13","42","1","31","51","45"
"02/01/2017","61","PM2.5","Anaheim","06-059-0007","AQS","13","45","0","24","61","37"
"02/02/2017","56","PM2.5","Anaheim","06-059-0007","AQS","11","44","0","26","56","36"
"02/03/2017","53","PM2.5","Anaheim","06-059-0007","AQS","11","31","0","18","53","29"
"02/04/2017","48","PM2.5","Anaheim","06-059-0007","AQS","9","37","0","12","48","22"
"02/05/2017","40","PM2.5","Anaheim","06-059-0007","AQS","9","35","0","13","40","17"
"02/06/2017","31","Ozone","Mission Viejo","06-059-2022","AQS","10","31","0","6","16","21"
"02/07/2017","29","Ozone","Costa Mesa","06-059-1003","AQS","9","29","0","3","12","17"
"02/08/2017","28","PM2.5","Anaheim","06-059-0007","AQS","11","21","0","4","28","25"
"02/09/2017","54","PM2.5","Anaheim","06-059-0007","AQS","14","19","0","14","54","31"
"02/10/2017","45","PM2.5","Anaheim","06-059-0007","AQS","11","22","0","15","45","25"
"02/11/2017","40","Ozone","Costa Mesa","06-059-1003","AQS","11","40","0","11","30","25"
"02/12/2017","40","PM2.5","Anaheim","06-059-0007","AQS","13","40","0","18","40","36"
"02/13/2017","35","Ozone","Costa Mesa","06-059-1003","AQS","13","35","0","16","31","35"
"02/14/2017","51","PM2.5","Anaheim","06-059-0007","AQS","13","38","0","23","51","28"
"02/15/2017","60","PM2.5","Anaheim","06-059-0007","AQS","17","36","0","30","60","47"
"02/16/2017","58","PM2.5","Anaheim","06-059-0007","AQS","16","40","1","20","58","34"
"02/17/2017","47","Ozone","Costa Mesa","06-059-1003","AQS","8","47","0","6","23","25"
"02/18/2017","50","Ozone","Costa Mesa","06-059-1003","AQS","9","50","0","7","18","19"
"02/19/2017","44","Ozone","Costa Mesa","06-059-1003","AQS","10","44","0","10","25","18"
"02/20/2017","43","Ozone","Costa Mesa","06-059-1003","AQS","10","43","0","8","19","19"
"02/21/2017","52","PM2.5","Anaheim","06-059-0007","AQS","14","27","0","19","52","29"
"02/22/2017","44","Ozone","Costa Mesa","06-059-1003","AQS","10","44","0","15","34","30"
"02/23/2017","46","Ozone","Costa Mesa","06-059-1003","AQS","10","46","0","12","26","42"
"02/24/2017","45","Ozone","Costa Mesa","06-059-1003","AQS","9","45","0","18","40","38"
"02/25/2017","49","Ozone","Costa Mesa","06-059-1003","AQS","10","49","1","18","39","33"
"02/26/2017","48","Ozone","Costa Mesa","06-059-1003","AQS","10","48","0","6","17","23"
"02/27/2017","37","NO2","La Habra","06-059-5001","AQS","11","32","0","8","26","37"
"02/28/2017","45","Ozone","Costa Mesa","06-059-1003","AQS","11","45","0","15","40","37"
"03/01/2017","48","NO2","Anaheim","06-059-0007","AQS","11","45","0","20","35","48"
"03/02/2017","52","NO2","Anaheim Near-Road","06-059-0008","AQS","11","44","0","22","17","52"
"03/03/2017","52","NO2","Anaheim Near-Road","06-059-0008","AQS","17","45","1","19","31","52"
"03/04/2017","58","Ozone","Costa Mesa","06-059-1003","AQS","11","58","0","16","35","34"
"03/05/2017","46","Ozone","Costa Mesa","06-059-1003","AQS","10","46","0","12","21","25"
"03/06/2017","44","Ozone","Costa Mesa","06-059-1003","AQS","10","44","0","17","29","34"
"03/07/2017","52","NO2","Anaheim Near-Road","06-059-0008","AQS","13","40","0","33","47","52"
"03/08/2017","55","NO2","Anaheim Near-Road","06-059-0008","AQS","15","44","1","33","49","55"
"03/09/2017","64","Ozone","Mission Viejo","06-059-2022","AQS","16","64","1","31","56","53"
"03/10/2017","93","Ozone","Mission Viejo","06-059-2022","AQS","17","93","1","35","65","64"
"03/11/2017","112","Ozone","Mission Viejo","06-059-2022","AQS","18","112","0","29","71","40"
"03/12/2017","115","Ozone","Costa Mesa","06-059-1003","AQS","14","115","0","33","104","42"
"03/13/2017","133","Ozone","Costa Mesa","06-059-1003","AQS","15","133","0","40","122","46"
"03/14/2017","84","Ozone","Costa Mesa","06-059-1003","AQS","18","84","0","31","74","63"
"03/15/2017","84","Ozone","Mission Viejo","06-059-2022","AQS","13","84","0","34","81","49"
"03/16/2017","54","PM2.5","Anaheim","06-059-0007","AQS","14","47","0","22","54","37"
"03/17/2017","72","PM2.5","Anaheim","06-059-0007","AQS","9","61","0","24","72","26"
"03/18/2017","71","PM2.5","Anaheim","06-059-0007","AQS","11","46","0","22","71","24"
"03/19/2017","61","PM2.5","Anaheim","06-059-0007","AQS","11","46","0","18","61","20"
"03/20/2017","41","Ozone","Costa Mesa","06-059-1003","AQS","10","41","0","9","22","27"
"03/21/2017","34","Ozone","Costa Mesa","06-059-1003","AQS","11","34","0","8","21","25"
"03/22/2017","43","Ozone","Costa Mesa","06-059-1003","AQS","11","43","0","6","18","21"
"03/23/2017","46","Ozone","Costa Mesa","06-059-1003","AQS","13","46","0","16","23","31"
"03/24/2017","49","Ozone","Mission Viejo","06-059-2022","AQS","13","49",".","20","30","26"
"03/25/2017","44","Ozone","Costa Mesa","06-059-1003","AQS","11","44","0","12","30","23"
"03/26/2017","47","Ozone","Costa Mesa","06-059-1003","AQS","11","47","0","10","29","24"
"03/27/2017","45","Ozone","Costa Mesa","06-059-1003","AQS","11","45","0","23","34","26"
"03/28/2017","58","Ozone","Mission Viejo","06-059-2022","AQS","13","58","0","31","36","35"
"03/29/2017","48","Ozone","La Habra","06-059-5001","AQS","15","48","0","32","45","39"
"03/30/2017","51","Ozone","Mission Viejo","06-059-2022","AQS","14","51","0","32","47","35"
"03/31/2017","51","Ozone","Costa Mesa","06-059-1003","AQS","10","51","1","21","35","35"
"04/01/2017","61","Ozone","Mission Viejo","06-059-2022","AQS","13","61","0","29","49","32"
"04/02/2017","48","PM2.5","Anaheim","06-059-0007","AQS","13","47","0","23","48","23"
"04/03/2017","41","Ozone","Costa Mesa","06-059-1003","AQS","11","41","0","15","34","19"
"04/04/2017","52","PM2.5","Anaheim","06-059-0007","AQS","14","49","0","25","52","33"
"04/05/2017","87","Ozone","Mission Viejo","06-059-2022","AQS","15","87","0","33","63","37"
"04/06/2017","58","PM2.5","Anaheim","06-059-0007","AQS","9","58","0","25","58","26"
"04/07/2017","67","Ozone","Mission Viejo","06-059-2022","AQS","7","67","0","16","40","25"
"04/08/2017","49","Ozone","Mission Viejo","06-059-2022","AQS","7","49","0","11","21","19"
"04/09/2017","67","Ozone","Mission Viejo","06-059-2022","AQS","7","67","0","19","35","30"
"04/10/2017","74","Ozone","Mission Viejo","06-059-2022","AQS","9","74","1","27","40","43"
"04/11/2017","80","Ozone","Mission Viejo","06-059-2022","AQS","9","80","1","25","40","36"
"04/12/2017","47","Ozone","Costa Mesa","06-059-1003","AQS","8","47","0","19","37","30"
"04/13/2017","44","Ozone","Costa Mesa","06-059-1003","AQS","8","44","0","14","20","25"
"04/14/2017","58","Ozone","Costa Mesa","06-059-1003","AQS","8","58","0","19","28","26"
"04/15/2017","87","Ozone","Mission Viejo","06-059-2022","AQS","9","87","1","24","44","30"
"04/16/2017","87","Ozone","Mission Viejo","06-059-2022","AQS","9","87","0","18","39","25"
"04/17/2017","41","Ozone","Mission Viejo","06-059-2022","AQS","8","41","1","13","22","31"
"04/18/2017","31","Ozone","Costa Mesa","06-059-1003","AQS","8","31","0","8","25","20"
"04/19/2017","41","Ozone","Mission Viejo","06-059-2022","AQS","8","41","0","10","25","20"
"04/20/2017","71","Ozone","Mission Viejo","06-059-2022","AQS","9","71","0","26","48","27"
"04/21/2017","140","Ozone","Mission Viejo","06-059-2022","AQS","11","140","0","35","55","45"
"04/22/2017","147","Ozone","La Habra","06-059-5001","AQS","10","147","0","33","61","35"
"04/23/2017","58","Ozone","La Habra","06-059-5001","AQS","10","58","0","25","52","16"
"04/24/2017","49","Ozone","Mission Viejo","06-059-2022","AQS","8","49","0","25","46","20"
"04/25/2017","51","Ozone","Mission Viejo","06-059-2022","AQS","8","51","0","35","49","24"
"04/26/2017","67","Ozone","Mission Viejo","06-059-2022","AQS","8","67","0","29","44","33"
"04/27/2017","45","PM2.5","Anaheim","06-059-0007","AQS","8","44","0","28","45","21"
"04/28/2017","77","Ozone","Mission Viejo","06-059-2022","AQS","8","77","0","44","45","33"
"04/29/2017","87","Ozone","Costa Mesa","06-059-1003","AQS","7","87","0","58","30","29"
"04/30/2017","97","Ozone","Mission Viejo","06-059-2022","AQS","10","97","0","29","40","33"
"05/01/2017","93","Ozone","Mission Viejo","06-059-2022","AQS","10","93","0","30","49","40"
"05/02/2017","84","Ozone","Mission Viejo","06-059-2022","AQS","10","84","0","25","53","31"
"05/03/2017","100","Ozone","Mission Viejo","06-059-2022","AQS","9","100","0","27","58","25"
"05/04/2017","64","Ozone","Mission Viejo","06-059-2022","AQS","9","64","0","27","59","26"
"05/05/2017","51","PM2.5","Anaheim","06-059-0007","AQS","9","39","0","17","51","22"
"05/06/2017","46","Ozone","Costa Mesa","06-059-1003","AQS","8","46","0","14","24","17"
"05/07/2017","45","Ozone","Costa Mesa","06-059-1003","AQS","9","45","0","8","19","25"
"05/08/2017","48","PM2.5","Anaheim","06-059-0007","AQS","9","47","0","22","48","25"
"05/09/2017","42","PM2.5","Anaheim","06-059-0007","AQS","9","41","0","20","42","19"
"05/10/2017","42","Ozone","Costa Mesa","06-059-1003","AQS","9","42","0","13","31","25"
"05/11/2017","48","Ozone","Mission Viejo","06-059-2022","AQS","9","48","0","20","46","25"
"05/12/2017","46","Ozone","Costa Mesa","06-059-1003","AQS","9","46","0","20","42","22"
"05/13/2017","51","Ozone","Mission Viejo","06-059-2022","AQS","9","51","0","24","41","20"
"05/14/2017","46","Ozone","Costa Mesa","06-059-1003","AQS","9","46","0","23","41","18"
"05/15/2017","45","Ozone","Costa Mesa","06-059-1003","AQS","8","45","0","19","30","23"
"05/16/2017","45","Ozone","Costa Mesa","06-059-1003","AQS","6","45","0","23","35","25"
"05/17/2017","42","Ozone","Costa Mesa","06-059-1003","AQS","9","42","0","20","27","23"
"05/18/2017","50","Ozone","Mission Viejo","06-059-2022","AQS","7","50","0","34","40","24"
"05/19/2017","77","Ozone","Mission Viejo","06-059-2022","AQS","11","77","0","37","46","42"
"05/20/2017","129","Ozone","Mission Viejo","06-059-2022","AQS","11","129","1","35","43","36"
"05/21/2017","97","Ozone","Mission Viejo","06-059-2022","AQS","11","97","0","28","47","26"
"05/22/2017","71","Ozone","Mission Viejo","06-059-2022","AQS","10","71","0","30","62","29"
"05/23/2017","90","Ozone","Mission Viejo","06-059-2022","AQS","10","90","0","33","60","32"
"05/24/2017","48","PM2.5","Anaheim","06-059-0007","AQS","9","45","0","23","48","27"
"05/25/2017","44","Ozone","Mission Viejo","06-059-2022","AQS","9","44","0","11","21","32"
"05/26/2017","41","Ozone","Mission Viejo","06-059-2022","AQS","9","41","0",".","15","25"
"05/27/2017","43","Ozone","Costa Mesa","06-059-1003","AQS","9","43","0",".","20","20"
"05/28/2017","64","Ozone","La Habra","06-059-5001","AQS","9","64","0",".","38","19"
