"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2017","59","PM2.5","Salinas 3","06-053-1003","AQS","9","35","12","59","17"
"01/02/2017","30","Ozone","Carmel Valley","06-053-0002","AQS","7","30","8","23","4"
"01/03/2017","31","Ozone","Salinas 3","06-053-1003","AQS","6","31","7","12","3"
"01/04/2017","31","Ozone","Salinas 3","06-053-1003","AQS","7","31","8","10","17"
"01/05/2017","33","Ozone","King City 2","06-053-0008","AQS","6","33","10","17","9"
"01/06/2017","27","Ozone","Carmel Valley","06-053-0002","AQS","7","27","11","23","17"
"01/07/2017","31","Ozone","Salinas 3","06-053-1003","AQS","7","31","5","14","3"
"01/08/2017","29","Ozone","King City 2","06-053-0008","AQS","6","29","3","26","6"
"01/09/2017","34","Ozone","Salinas 3","06-053-1003","AQS","6","34","5","19","11"
"01/10/2017","39","Ozone","Salinas 3","06-053-1003","AQS","6","39","4","8","8"
"01/11/2017","38","Ozone","Salinas 3","06-053-1003","AQS","6","38","7","20","9"
"01/12/2017","36","Ozone","King City 2","06-053-0008","AQS","2","36","6","12","10"
"01/13/2017","26","Ozone","King City 2","06-053-0008","AQS","3","26","8","23","20"
"01/14/2017","28","Ozone","Carmel Valley","06-053-0002","AQS","3","28","9","18","13"
"01/15/2017","29","PM2.5","Salinas 3","06-053-1003","AQS","3","27","8","29","19"
"01/16/2017","31","PM2.5","King City 2","06-053-0008","AQS","5","24","11","31","17"
"01/17/2017","28","PM2.5","King City 2","06-053-0008","AQS","2","23","12","28","12"
"01/18/2017","47","PM2.5","Salinas 3","06-053-1003","AQS","2","33","6","47","9"
"01/19/2017","34","Ozone","Salinas 3","06-053-1003","AQS","2","34","6","21","13"
"01/20/2017","39","Ozone","King City 2","06-053-0008","AQS","2","39","7","21","5"
"01/21/2017","38","Ozone","Carmel Valley","06-053-0002","AQS","1","38","6","18","7"
"01/22/2017","38","PM2.5","Salinas 3","06-053-1003","AQS","1","37","4","38","4"
"01/23/2017","37","Ozone","Salinas 3","06-053-1003","AQS","1","37","5","13","17"
"01/24/2017","33","Ozone","Salinas 3","06-053-1003","AQS","2","33","7","13","15"
"01/25/2017","33","Ozone","King City 2","06-053-0008","AQS","2","33","7","20","14"
"01/26/2017","30","Ozone","Carmel Valley","06-053-0002","AQS","2","30","10","25","20"
"01/27/2017","31","Ozone","King City 2","06-053-0008","AQS","2","31","10","19","22"
"01/28/2017","31","Ozone","Carmel Valley","06-053-0002","AQS","3","31","10","24","20"
"01/29/2017","31","Ozone","Salinas 3","06-053-1003","AQS","3","31","8","20","16"
"01/30/2017","31","Ozone","Carmel Valley","06-053-0002","AQS","5","31","11","15","25"
"01/31/2017","31","Ozone","Carmel Valley","06-053-0002","AQS","5","31","15","25","25"
"02/01/2017","43","Ozone","King City 2","06-053-0008","AQS","3","43","9","15","15"
"02/02/2017","32","Ozone","Salinas 3","06-053-1003","AQS","2","32","4","13","3"
"02/03/2017","40","Ozone","Salinas 3","06-053-1003","AQS","2","40","5","13","6"
"02/04/2017","35","Ozone","Salinas 3","06-053-1003","AQS","2","35","6","11","5"
"02/05/2017","34","Ozone","Carmel Valley","06-053-0002","AQS","2","34","4","8","2"
"02/06/2017","38","Ozone","Carmel Valley","06-053-0002","AQS","2","38","6","14","10"
"02/07/2017","26","Ozone","Salinas 3","06-053-1003","AQS","2","26","3","12","6"
"02/08/2017","16","Ozone","Salinas 3","06-053-1003","AQS","2","16","5","13","4"
"02/09/2017","17","PM2.5","Carmel Valley","06-053-0002","AQS","2","17","5","17","8"
"02/10/2017","38","Ozone","Salinas 3","06-053-1003","AQS","2","38","5","17","6"
"02/11/2017","35","Ozone","King City 2","06-053-0008","AQS","2","35","9","19","14"
"02/12/2017","31","Ozone","Carmel Valley","06-053-0002","AQS","2","31","9","20","9"
"02/13/2017","30","Ozone","Carmel Valley","06-053-0002","AQS","3","30","11","14","11"
"02/14/2017","32","Ozone","Carmel Valley","06-053-0002","AQS","3","32","12","20","16"
"02/15/2017","31","Ozone","Salinas 3","06-053-1003","AQS","3","31","11","21","8"
"02/16/2017","34","Ozone","King City 2","06-053-0008","AQS","2","34","6","18","5"
"02/17/2017","89","PM2.5","Salinas 3","06-053-1003","AQS","3","38","4","89","7"
"02/18/2017","38","Ozone","King City 2","06-053-0008","AQS","3","38","8","25","6"
"02/19/2017","32","Ozone","Carmel Valley","06-053-0002","AQS","5","32","5","18","8"
"02/20/2017","37","Ozone","Carmel Valley","06-053-0002","AQS","5","37","2","13","5"
"02/21/2017","39","Ozone","King City 2","06-053-0008","AQS","5","39","9","19","9"
"02/22/2017","40","Ozone","King City 2","06-053-0008","AQS","7","40","10","17","15"
"02/23/2017","41","Ozone","King City 2","06-053-0008","AQS","6","41","12","16","16"
"02/24/2017","38","Ozone","King City 2","06-053-0008","AQS","6","38","8","18","13"
"02/25/2017","38","Ozone","Carmel Valley","06-053-0002","AQS","5","38","7","20","10"
"02/26/2017","41","Ozone","King City 2","06-053-0008","AQS","6","41","6","22","10"
"02/27/2017","42","Ozone","King City 2","06-053-0008","AQS","6","42","8","17","10"
"02/28/2017","38","Ozone","Carmel Valley","06-053-0002","AQS","6","38","12","15","15"
"03/01/2017","37","Ozone","Carmel Valley","06-053-0002","AQS","6","37","11","19","23"
"03/02/2017","38","Ozone","Carmel Valley","06-053-0002","AQS","6","38","12","23","20"
"03/03/2017","38","Ozone","King City 2","06-053-0008","AQS","3","38","19","20","16"
"03/04/2017","39","Ozone","King City 2","06-053-0008","AQS","2","39","9","13","6"
"03/05/2017","42","Ozone","King City 2","06-053-0008","AQS","2","42","5","13","8"
"03/06/2017","39","Ozone","King City 2","06-053-0008","AQS","2","39","6","13","10"
"03/07/2017","37","Ozone","King City 2","06-053-0008","AQS","2","37","9","16","12"
