"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2017","55","PM2.5","Fresno - Garland","06-019-0011","AQS","5","29","0","13","55","20"
"01/02/2017","62","PM2.5","Fresno - Garland","06-019-0011","AQS","6","26","0","19","62","23"
"01/03/2017","35","Ozone","Table Mountain Air Monitoring Site","06-019-0500","AQS","5","35","0","11","33","23"
"01/04/2017","33","Ozone","Table Mountain Air Monitoring Site","06-019-0500","AQS","3","33","0","4","20","21"
"01/05/2017","31","Ozone","Parlier","06-019-4001","AQS","3","31","0","6","27","26"
"01/06/2017","73","PM2.5","Fresno - Garland","06-019-0011","AQS","11","29","0","24","73","30"
"01/07/2017","47","PM2.5","Fresno - Garland","06-019-0011","AQS","6","26","0","10","47","18"
"01/08/2017","24","Ozone","Tranquillity","06-019-2009","AQS","2","24","0","5","19","11"
"01/09/2017","34","Ozone","Parlier","06-019-4001","AQS","3","34","0","6","13","29"
"01/10/2017","34","Ozone","Tranquillity","06-019-2009","AQS","3","34","0","7","22","27"
"01/11/2017","36","NO2","Fresno-Foundry","06-019-2016","AQS","5","33","0","5","19","36"
"01/12/2017","33","Ozone","Tranquillity","06-019-2009","AQS","5","33","0","6","30","29"
"01/13/2017","45","PM2.5","Fresno - Garland","06-019-0011","AQS","5","30","0","11","45","24"
"01/14/2017","66","PM2.5","Fresno - Garland","06-019-0011","AQS","3","28","0","18","66","17"
"01/15/2017","49","PM2.5","Fresno - Garland","06-019-0011","AQS","3","27","0","9","49","20"
"01/16/2017","85","PM2.5","Fresno - Garland","06-019-0011","AQS","10","25","0","28","85","28"
"01/17/2017","96","PM2.5","Fresno - Garland","06-019-0011","AQS","10","22","0","39","96","33"
"01/18/2017","67","PM2.5","Fresno - Garland","06-019-0011","AQS","9","39","0","23","67","28"
"01/19/2017","37","Ozone","Table Mountain Air Monitoring Site","06-019-0500","AQS","5","37","0","11","23","35"
"01/20/2017","40","Ozone","Tranquillity","06-019-2009","AQS","5","40","0","6","20","38"
"01/21/2017","37","Ozone","Table Mountain Air Monitoring Site","06-019-0500","AQS","6","37","0","9","34","30"
"01/22/2017","37","Ozone","Table Mountain Air Monitoring Site","06-019-0500","AQS","3","37","0","2","12","20"
"01/23/2017","39","Ozone","Table Mountain Air Monitoring Site","06-019-0500","AQS","6","39","0","6","26","32"
"01/24/2017","37","Ozone","Parlier","06-019-4001","AQS","5","37",".","6","22","29"
"01/25/2017","65","PM2.5","Fresno-Pacific","06-019-5025","AQS","7","36",".","22","65","42"
"01/26/2017","57","PM2.5","Clovis-Villa","06-019-5001","AQS","8","29",".","20","57","32"
"01/27/2017","63","PM2.5","Clovis-Villa","06-019-5001","AQS","9","31",".","27","63","42"
"01/28/2017","96","PM2.5","Fresno-Pacific","06-019-5025","AQS","9","34",".","20","96","38"
"01/29/2017","62","PM2.5","Clovis-Villa","06-019-5001","AQS","10","34",".","19","62","31"
"01/30/2017","108","PM2.5","Fresno - Garland","06-019-0011","AQS","9","36",".","32","108","42"
"01/31/2017","112","PM2.5","Fresno - Garland","06-019-0011","AQS","13","37","0","50","112","41"
"02/01/2017","99","PM2.5","Fresno - Garland","06-019-0011","AQS","15","34","0","45","99","42"
"02/02/2017","57","PM2.5","Fresno - Garland","06-019-0011","AQS","8","35","0","22","57","33"
