"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"11/15/2017","38","PM2.5","Laney College","06-001-0012","AQS","9","29","1","38","35"
"11/16/2017","41","NO2","Laney College","06-001-0012","AQS","8","33","0","38","41"
"11/17/2017","43","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS","13","33","0","43","35"
"11/18/2017","54","PM2.5","Oakland West","06-001-0011","AQS","19","31","1","54","32"
"11/19/2017","63","PM2.5","Oakland West","06-001-0011","AQS","22","30","4","63","33"
"11/20/2017","76","PM2.5","Laney College","06-001-0012","AQS","13","24","1","76","70"
"11/21/2017","64","PM2.5","Laney College","06-001-0012","AQS","10","20",".","64","39"
"11/22/2017","74","PM2.5","Laney College","06-001-0012","AQS","15","22","9","74","42"
"11/23/2017","65","PM2.5","Oakland","06-001-0009","AQS","14","18","1","65","26"
"11/24/2017","54","PM2.5","Laney College","06-001-0012","AQS","15","27","1","54","28"
"11/25/2017","53","PM2.5","Laney College","06-001-0012","AQS","14","33","6","53","30"
"11/26/2017","35","Ozone","Livermore","06-001-0007","AQS","16","35","0","33","25"
"11/27/2017","36","Ozone","Hayward","06-001-2001","AQS","13","36","1","31","33"
"11/28/2017","43","PM2.5","Oakland West","06-001-0011","AQS","17","31","1","43","39"
"11/29/2017","70","NO2","Berkeley Aquatic Park","06-001-0013","AQS","16","30","1","50","70"
"11/30/2017","54","PM2.5","Laney College","06-001-0012","AQS","17","25","9","54","37"
"12/01/2017","58","PM2.5","Laney College","06-001-0012","AQS","23","19","1","58","39"
"12/02/2017","72","PM2.5","Laney College","06-001-0012","AQS","16","31","1","72","39"
"12/03/2017","32","Ozone","Livermore","06-001-0007","AQS","10","32","0","27","26"
"12/04/2017","42","NO2","Laney College","06-001-0012","AQS","7","32","1","23","42"
"12/05/2017","52","NO2","Berkeley Aquatic Park","06-001-0013","AQS","13","31","1","43","52"
"12/06/2017","58","PM2.5","Oakland West","06-001-0011","AQS","18","29","1","58","42"
"12/07/2017","64","PM2.5","Oakland West","06-001-0011","AQS","19","31","3","64","43"
"12/08/2017","76","PM2.5","Oakland West","06-001-0011","AQS","24","28","3","76","46"
"12/09/2017","87","PM2.5","Livermore","06-001-0007","AQS","17","33","3","87","38"
"12/10/2017","78","PM2.5","Livermore","06-001-0007","AQS","16","33","1","78","35"
"12/11/2017","68","PM2.5","Laney College","06-001-0012","AQS","25","25","1","68","55"
"12/12/2017","73","PM2.5","Oakland West","06-001-0011","AQS","17","20","6","73","47"
"12/13/2017","85","PM2.5","Oakland West","06-001-0011","AQS","16","21","7","85","48"
"12/14/2017","86","PM2.5","Laney College","06-001-0012","AQS","16","27","4","86","45"
"12/15/2017","122","PM2.5","Oakland West","06-001-0011","AQS","24","18","17","122","105"
"12/16/2017","53","PM2.5","Livermore","06-001-0007","AQS","18","35","3","53","31"
"12/17/2017","40","PM2.5","Laney College","06-001-0012","AQS","13","32","4","40","39"
"12/18/2017","74","PM2.5","Oakland West","06-001-0011","AQS","17","24","6","74","44"
"12/19/2017","68","PM2.5","Oakland West","06-001-0011","AQS","19","29","3","68","44"
"12/20/2017","33","PM2.5","Oakland West","06-001-0011","AQS","8","32","1","33","30"
"12/21/2017","38","PM2.5","Livermore","06-001-0007","AQS","15","30","1","38","38"
"12/22/2017","75","PM2.5","Oakland West","06-001-0011","AQS","19","22","3","75","37"
"12/23/2017","87","PM2.5","Livermore","06-001-0007","AQS","11","28","0","87","35"
"12/24/2017","91","PM2.5","Livermore","06-001-0007","AQS","11","15","3","91","34"
"12/25/2017","76","PM2.5","Oakland West","06-001-0011","AQS","14","27","4","76","31"
"12/26/2017","62","PM2.5","Oakland West","06-001-0011","AQS","15","23","6","62","37"
"12/27/2017","76","PM2.5","Laney College","06-001-0012","AQS","17","17","6","76","35"
"12/28/2017","75","PM2.5","Oakland West","06-001-0011","AQS","22","22","4","75","43"
"12/29/2017","88","PM2.5","Laney College","06-001-0012","AQS","18","20","6","88","40"
"12/30/2017","101","PM2.5","Oakland","06-001-0009","AQS","24","24","3","101","36"
"12/31/2017","116","PM2.5","Livermore","06-001-0007","AQS","23","22","4","116","30"
