"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2017","55","PM2.5","San Pablo","06-013-1004","AQS","7","34","3","17","55","18"
"01/02/2017","35","PM2.5","Concord","06-013-0002","AQS","6","33","3",".","35","12"
"01/03/2017","31","Ozone","Concord","06-013-0002","AQS","6","31","1",".","26","24"
"01/04/2017","28","Ozone","Concord","06-013-0002","AQS","5","28","3",".","21","16"
"01/05/2017","34","PM2.5","Concord","06-013-0002","AQS","7","29","3",".","34","25"
"01/06/2017","47","PM2.5","Concord","06-013-0002","AQS","7","30","4",".","47","22"
"01/07/2017","33","PM2.5","Concord","06-013-0002","AQS","7","28","9","6","33","15"
"01/08/2017","32","Ozone","Bethel Island","06-013-1002","AQS","6","32","1",".","16","6"
"01/09/2017","35","Ozone","San Pablo","06-013-1004","AQS","6","35","6",".","23","26"
"01/10/2017","38","Ozone","Bethel Island","06-013-1002","AQS","3","38","10",".","18","17"
"01/11/2017","37","Ozone","Bethel Island","06-013-1002","AQS","5","37","6",".","27","18"
"01/12/2017","36","PM2.5","Concord","06-013-0002","AQS","5","31","1",".","36","19"
"01/13/2017","38","PM2.5","Concord","06-013-0002","AQS","6","29","4","13","38","22"
"01/14/2017","46","PM2.5","Concord","06-013-0002","AQS","6","20","7",".","46","24"
"01/15/2017","64","PM2.5","Concord","06-013-0002","AQS","6","20","6",".","64","18"
"01/16/2017","74","PM2.5","Concord","06-013-0002","AQS","7","24","6",".","74","25"
"01/17/2017","83","PM2.5","San Pablo","06-013-1004","AQS","7","15","6",".","83","24"
"01/18/2017","62","PM2.5","Concord","06-013-0002","AQS","9","40","6",".","62","24"
"01/19/2017","38","Ozone","Concord","06-013-0002","AQS","5","38","13","17","35","16"
"01/20/2017","37","Ozone","Bethel Island","06-013-1002","AQS","5","37","6",".","24","22"
"01/21/2017","37","PM2.5","Concord","06-013-0002","AQS","5","34","7",".","37","10"
"01/22/2017","36","Ozone","Concord","06-013-0002","AQS","5","36","6",".","29","16"
"01/23/2017","36","NO2","San Pablo","06-013-1004","AQS","6","34","9",".","28","36"
"01/24/2017","40","PM2.5","Concord","06-013-0002","AQS","6","34","3",".","40","25"
"01/25/2017","47","PM2.5","Concord","06-013-0002","AQS","9","27","4","18","47","27"
"01/26/2017","43","PM2.5","Concord","06-013-0002","AQS","7","27","7",".","43","26"
"01/27/2017","40","PM2.5","Concord","06-013-0002","AQS","6","31","4",".","40","28"
"01/28/2017","56","PM2.5","Concord","06-013-0002","AQS","7","31","9",".","56","25"
"01/29/2017","56","PM2.5","Concord","06-013-0002","AQS","7","29","6",".","56","26"
"01/30/2017","63","PM2.5","Concord","06-013-0002","AQS","8","28","7",".","63","25"
"01/31/2017","82","PM2.5","Concord","06-013-0002","AQS","8","26","6","30","82","26"
"02/01/2017","90","PM2.5","Concord","06-013-0002","AQS","8","17","6",".","90","21"
"02/02/2017","49","PM2.5","Concord","06-013-0002","AQS","7","36","4",".","49","23"
"02/03/2017","37","Ozone","Bethel Island","06-013-1002","AQS","6","37","6",".","25","10"
"02/04/2017","34","Ozone","Concord","06-013-0002","AQS","5","34","4",".","26","20"
"02/05/2017","35","Ozone","Concord","06-013-0002","AQS","6","35","7",".","25","18"
"02/06/2017","35","Ozone","Concord","06-013-0002","AQS","5","35","9","9","28","13"
"02/07/2017","31","Ozone","Bethel Island","06-013-1002","AQS","6","31","4",".","27","19"
"02/08/2017","26","PM2.5","San Pablo","06-013-1004","AQS","6","14","7",".","26","21"
"02/09/2017","33","Ozone","Concord","06-013-0002","AQS","6","33","4",".","22","10"
"02/10/2017","35","Ozone","Concord","06-013-0002","AQS","6","35","4",".","30","27"
"02/11/2017","32","Ozone","Bethel Island","06-013-1002","AQS","7","32","9",".","25","25"
"02/12/2017","35","PM2.5","Concord","06-013-0002","AQS","7","34","6","11","35","17"
"02/13/2017","43","PM2.5","Concord","06-013-0002","AQS","8","31","13",".","43","20"
"02/14/2017","49","PM2.5","Concord","06-013-0002","AQS","8","31","4",".","49","24"
"02/15/2017","64","PM2.5","Concord","06-013-0002","AQS","9","33","6",".","64","32"
"02/16/2017","41","Ozone","Concord","06-013-0002","AQS","8","41","6",".","38","21"
"02/17/2017","34","PM2.5","Concord","06-013-0002","AQS","6","34","1",".","34","17"
"02/18/2017","37","Ozone","Concord","06-013-0002","AQS","6","37","4","7","29","8"
"02/19/2017","36","Ozone","Concord","06-013-0002","AQS","6","36","7",".","28","8"
"02/20/2017","42","Ozone","Concord","06-013-0002","AQS","6","42","13",".","25","11"
"02/21/2017","38","Ozone","Concord","06-013-0002","AQS","6","38","4",".","35","15"
"02/22/2017","37","Ozone","Concord","06-013-0002","AQS","7","37","3",".","28","21"
"02/23/2017","39","Ozone","Bethel Island","06-013-1002","AQS","7","39","1",".","25","22"
"02/24/2017","33","Ozone","Bethel Island","06-013-1002","AQS","7","33","3","10","32","27"
"02/25/2017","43","PM2.5","Concord","06-013-0002","AQS","6","41","9",".","43","20"
"02/26/2017","40","Ozone","Bethel Island","06-013-1002","AQS","7","40","3",".","34","21"
"02/27/2017","39","Ozone","Bethel Island","06-013-1002","AQS","6","39","3",".","22","19"
"02/28/2017","39","Ozone","Bethel Island","06-013-1002","AQS","6","39","3",".","27","21"
"03/01/2017","36","Ozone","Bethel Island","06-013-1002","AQS",".","36","6",".","35","24"
"03/02/2017","37","PM2.5","Concord","06-013-0002","AQS","8","29","7","18","37","23"
"03/03/2017","40","Ozone","Bethel Island","06-013-1002","AQS","6","40","10",".","33","16"
"03/04/2017","40","Ozone","Concord","06-013-0002","AQS","6","40","4",".","20","12"
"03/05/2017","42","Ozone","Bethel Island","06-013-1002","AQS","6","42","1",".","27","9"
"03/06/2017","38","Ozone","Concord","06-013-0002","AQS","7","38","10",".","32","28"
"03/07/2017","40","Ozone","Bethel Island","06-013-1002","AQS","8","40","4",".","34","17"
"03/08/2017","34","Ozone","Bethel Island","06-013-1002","AQS","8","34","6","17","31","24"
"03/09/2017","31","Ozone","Bethel Island","06-013-1002","AQS","8","31","7",".","29","22"
"03/10/2017","37","PM2.5","San Pablo","06-013-1004","AQS","6","26","16",".","37","26"
"03/11/2017","37","PM2.5","San Pablo","06-013-1004","AQS","6","32","6",".","37","16"
"03/12/2017","37","Ozone","Concord","06-013-0002","AQS","5","37","6",".","31","20"
"03/13/2017","38","Ozone","Bethel Island","06-013-1002","AQS","6","38","9",".","35","21"
"03/14/2017","50","Ozone","Bethel Island","06-013-1002","AQS","6","50","13","18","47","18"
"03/15/2017","37","PM2.5","Concord","06-013-0002","AQS","5","28","9",".","37","13"
"03/16/2017","31","Ozone","Concord","06-013-0002","AQS","5","31","6",".","22","21"
"03/17/2017","44","Ozone","Bethel Island","06-013-1002","AQS","6","44","7",".","37","20"
"03/18/2017","35","Ozone","Concord","06-013-0002","AQS","6","35","7",".","31","17"
"03/19/2017","31","Ozone","Concord","06-013-0002","AQS","5","31","6",".","28","12"
"03/20/2017","31","PM2.5","Concord","06-013-0002","AQS","6","27","10","10","31","15"
"03/21/2017","41","Ozone","Bethel Island","06-013-1002","AQS","6","41","10",".","30","8"
"03/22/2017","41","Ozone","Bethel Island","06-013-1002","AQS","5","41","6",".","28","17"
"03/23/2017","39","Ozone","Concord","06-013-0002","AQS","7","39","11",".","32","20"
"03/24/2017","35","Ozone","Concord","06-013-0002","AQS","7","35","1",".","31","21"
"03/25/2017","39","Ozone","Concord","06-013-0002","AQS","6","39","3",".","38","14"
"03/26/2017","40","Ozone","Bethel Island","06-013-1002","AQS","5","40","4","7","23","12"
"03/27/2017","38","Ozone","Bethel Island","06-013-1002","AQS","5","38","1",".","29","10"
"03/28/2017","47","Ozone","Bethel Island","06-013-1002","AQS","5","47","13",".","32","12"
"03/29/2017","44","PM2.5","Concord","06-013-0002","AQS","7","43","4",".","44","24"
"03/30/2017","50","PM2.5","Concord","06-013-0002","AQS","6","44","6",".","50","10"
"03/31/2017","42","Ozone","Concord","06-013-0002","AQS","3","42","3",".","35","11"
"04/01/2017","45","Ozone","Bethel Island","06-013-1002","AQS","5","45","33","19","43","20"
"04/02/2017","57","PM2.5","San Pablo","06-013-1004","AQS","5","39","6",".","57","10"
"04/03/2017","52","PM2.5","San Pablo","06-013-1004","AQS","5","46","14",".","52","22"
"04/04/2017","54","PM2.5","Concord","06-013-0002","AQS","5","45","6",".","54","17"
"04/05/2017","47","Ozone","Concord","06-013-0002","AQS","6","47","11",".","40","26"
"04/06/2017","48","Ozone","San Pablo","06-013-1004","AQS","3","48","6",".","40","27"
"04/07/2017","44","Ozone","San Pablo","06-013-1004","AQS","5","44","7","17","36","17"
"04/08/2017","45","Ozone","Bethel Island","06-013-1002","AQS","5","45","1",".","30","15"
"04/09/2017","43","Ozone","San Ramon","06-013-2007","AQS","5","43","4",".","30","11"
"04/10/2017","46","Ozone","Bethel Island","06-013-1002","AQS","6","46","4",".","34","21"
"04/11/2017","44","Ozone","San Ramon","06-013-2007","AQS","6","44","13",".","40","25"
"04/12/2017","43","Ozone","Concord","06-013-0002","AQS","5","43","6",".","25","12"
"04/13/2017","45","Ozone","Bethel Island","06-013-1002","AQS","5","45","9","6","25","9"
"04/14/2017","42","Ozone","San Ramon","06-013-2007","AQS","6","42","3",".","30","22"
"04/15/2017","40","Ozone","Concord","06-013-0002","AQS","6","40","6",".","36","10"
"04/16/2017","38","Ozone","San Pablo","06-013-1004","AQS","6","38","19",".","33","13"
"04/17/2017","32","PM2.5","Concord","06-013-0002","AQS","6","30","3",".","32","13"
"04/18/2017","42","Ozone","Bethel Island","06-013-1002","AQS","3","42","13",".","26","16"
"04/19/2017","45","Ozone","Bethel Island","06-013-1002","AQS","6","45","3","12","42","15"
"04/20/2017","48","Ozone","San Ramon","06-013-2007","AQS","3","48","10",".","39","22"
"04/21/2017","45","Ozone","Concord","06-013-0002","AQS","3","45","21",".","35","12"
"04/22/2017","38","Ozone","Concord","06-013-0002","AQS","5","38","6",".","35","16"
"04/23/2017","42","Ozone","Concord","06-013-0002","AQS","5","42","3",".","38","6"
"04/24/2017","40","Ozone","Concord","06-013-0002","AQS","5","40","3",".","35","9"
"04/25/2017","42","Ozone","Concord","06-013-0002","AQS","5","42","1","10","27","8"
"04/26/2017","30","PM2.5","Concord","06-013-0002","AQS","5","28","6",".","30","7"
"04/27/2017","44","Ozone","Concord","06-013-0002","AQS","5","44","3",".","32","17"
"04/28/2017","54","Ozone","San Ramon","06-013-2007","AQS","3","54","1",".","37","11"
"04/29/2017","46","Ozone","Concord","06-013-0002","AQS","5","46","3",".","40","10"
"04/30/2017","48","Ozone","Concord","06-013-0002","AQS","5","48","4",".","47","14"
"05/01/2017","47","Ozone","San Ramon","06-013-2007","AQS","5","47","6","20","45","17"
"05/02/2017","46","PM2.5","San Pablo","06-013-1004","AQS","6","42","4",".","46","19"
"05/03/2017","47","Ozone","San Ramon","06-013-2007","AQS","6","47","6",".","42","17"
"05/04/2017","36","Ozone","Bethel Island","06-013-1002","AQS","3","36","7",".","29","15"
"05/05/2017","39","Ozone","San Pablo","06-013-1004","AQS","3","39","3",".","34","7"
"05/06/2017","44","PM2.5","San Pablo","06-013-1004","AQS","3","39","1",".","44","8"
"05/07/2017","57","PM2.5","San Pablo","06-013-1004","AQS","3","43","11","28","57","9"
"05/08/2017","66","PM2.5","San Pablo","06-013-1004","AQS","5","45","4",".","66","13"
"05/09/2017","66","PM2.5","San Pablo","06-013-1004","AQS","6","47","3",".","66","18"
"05/10/2017","52","PM2.5","Concord","06-013-0002","AQS","5","39","13",".","52","6"
"05/11/2017","41","PM2.5","Concord","06-013-0002","AQS","5","35","6",".","41","8"
"05/12/2017","36","Ozone","Concord","06-013-0002","AQS","3","36","1",".","35","8"
"05/13/2017","40","Ozone","Bethel Island","06-013-1002","AQS","3","40","3","8","34","4"
"05/14/2017","46","PM2.5","Concord","06-013-0002","AQS","5","38","1",".","46","7"
"05/15/2017","49","PM2.5","Concord","06-013-0002","AQS","5","38","3",".","49","8"
"05/16/2017","35","Ozone","San Ramon","06-013-2007","AQS","5","35","6",".","32","7"
"05/17/2017","41","Ozone","Concord","06-013-0002","AQS","5","41","6",".","29","14"
"05/18/2017","45","PM2.5","San Pablo","06-013-1004","AQS","6","40","4",".","45","15"
"05/19/2017","54","PM2.5","San Pablo","06-013-1004","AQS","6","50","9","26","54","21"
"05/20/2017","51","Ozone","San Ramon","06-013-2007","AQS","6","51","4",".","38","11"
"05/21/2017","64","Ozone","Concord","06-013-0002","AQS","5","64","9",".","48","13"
"05/22/2017","84","Ozone","San Ramon","06-013-2007","AQS","5","84","6",".","48","15"
"05/23/2017","51","Ozone","San Ramon","06-013-2007","AQS","5","51","6",".","42","12"
"05/24/2017","40","PM2.5","Concord","06-013-0002","AQS","5","37","3",".","40","8"
"05/25/2017","38","PM2.5","San Pablo","06-013-1004","AQS","5","37","3","23","38","6"
"05/26/2017","40","PM2.5","Concord","06-013-0002","AQS","5","35","3",".","40","7"
"05/27/2017","40","PM2.5","Concord","06-013-0002","AQS","5","35","3",".","40","9"
"05/28/2017","43","PM2.5","Concord","06-013-0002","AQS","5","35","3",".","43","5"
"05/29/2017","33","PM2.5","Concord","06-013-0002","AQS","5","31","1",".","33","3"
"05/30/2017","44","PM2.5","Concord","06-013-0002","AQS","5","35","3",".","44","3"
"05/31/2017","35","PM2.5","Concord","06-013-0002","AQS","5","34","4","8","35","11"
"06/01/2017","27","PM2.5","Concord","06-013-0002","AQS","6","27","4",".","27","8"
"06/02/2017","40","PM2.5","Concord","06-013-0002","AQS","6","38","4",".","40","12"
"06/03/2017","48","PM2.5","Concord","06-013-0002","AQS","6","34","3",".","48","8"
"06/04/2017","55","PM2.5","Concord","06-013-0002","AQS","6","47","3",".","55","6"
"06/05/2017","57","PM2.5","San Pablo","06-013-1004","AQS","6","47","4",".","57","13"
"06/06/2017","55","PM2.5","Concord","06-013-0002","AQS","6","42","3","24","55","9"
"06/07/2017","42","PM2.5","Concord","06-013-0002","AQS","3","33","1",".","42","9"
"06/08/2017","32","Ozone","Bethel Island","06-013-1002","AQS","5","32","4",".","26","8"
"06/09/2017","34","Ozone","Bethel Island","06-013-1002","AQS","5","34","10",".","25","15"
"06/10/2017","31","PM2.5","Concord","06-013-0002","AQS","3","31","3",".","31","9"
"06/11/2017","31","Ozone","Bethel Island","06-013-1002","AQS","3","31","1",".","27","7"
"06/12/2017","44","PM2.5","Concord","06-013-0002","AQS","3","32","21","14","44","10"
"06/13/2017","42","PM2.5","San Pablo","06-013-1004","AQS","5","33","4",".","42","11"
"06/14/2017","45","PM2.5","San Pablo","06-013-1004","AQS","5","41","4",".","45","19"
"06/15/2017","35","PM2.5","Concord","06-013-0002","AQS","5","32","4",".","35","10"
"06/16/2017","40","PM2.5","San Pablo","06-013-1004","AQS","6","33","7",".","40","11"
"06/17/2017","57","PM2.5","San Pablo","06-013-1004","AQS","6","47","7",".","57","15"
"06/18/2017","63","PM2.5","San Pablo","06-013-1004","AQS","6","46","9","28","63","16"
"06/19/2017","56","PM2.5","San Pablo","06-013-1004","AQS","5","45","9",".","56","10"
"06/20/2017","55","PM2.5","Concord","06-013-0002","AQS","3","44","6",".","55","13"
"06/21/2017","80","Ozone","San Ramon","06-013-2007","AQS","3","80","6",".","56","14"
"06/22/2017","97","Ozone","Concord","06-013-0002","AQS","5","97","14",".","62","19"
"06/23/2017","41","Ozone","Concord","06-013-0002","AQS","3","41","4",".","35","8"
"06/24/2017","33","Ozone","Bethel Island","06-013-1002","AQS","3","33","6","8","29","7"
"06/25/2017","32","Ozone","Bethel Island","06-013-1002","AQS","3","32","6",".","30","6"
"06/26/2017","29","PM2.5","Concord","06-013-0002","AQS","3","29","6",".","29","5"
"06/27/2017","33","Ozone","Bethel Island","06-013-1002","AQS","3","33","3",".","29","7"
"06/28/2017","52","PM2.5","Concord","06-013-0002","AQS","3","36","3",".","52","7"
"06/29/2017","54","PM2.5","Concord","06-013-0002","AQS","3","40","4",".","54","8"
"06/30/2017","51","PM2.5","Concord","06-013-0002","AQS","3","37","3","18","51","7"
"07/01/2017","50","PM2.5","Concord","06-013-0002","AQS","3","41","13",".","50","5"
"07/02/2017","45","PM2.5","Concord","06-013-0002","AQS","3","37","3",".","45","4"
