"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2017","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34","23"
"01/02/2017","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"01/03/2017","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"01/04/2017","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","."
"01/05/2017","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","."
"01/06/2017","46","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","46","."
"01/07/2017","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","37"
"01/08/2017","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","."
"01/09/2017","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","."
"01/10/2017","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","4"
"01/11/2017","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"01/12/2017","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"01/13/2017","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","38"
"01/14/2017","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38","."
"01/15/2017","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"01/16/2017","50","PM2.5","Truckee-Fire Station","06-057-1001","AQS","42","50"
"01/17/2017","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"01/18/2017","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"01/19/2017","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","4"
"01/20/2017","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"01/21/2017","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"01/22/2017","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","9"
"01/23/2017","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","."
"01/24/2017","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35","."
"01/25/2017","54","PM2.5","Truckee-Fire Station","06-057-1001","AQS","38","54"
"01/26/2017","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","."
"01/27/2017","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44","."
"01/28/2017","64","PM2.5","Truckee-Fire Station","06-057-1001","AQS","39","64"
"01/29/2017","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"01/30/2017","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"01/31/2017","50","PM2.5","Truckee-Fire Station","06-057-1001","AQS","39","50"
"02/01/2017","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","."
"02/02/2017","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
"02/03/2017","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","4"
"02/04/2017","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39","."
