"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2017","31","Ozone","Hanford-Irwin","06-031-1004","AQS","31","10","30","12"
"01/02/2017","41","PM2.5","Hanford-Irwin","06-031-1004","AQS","25","15","41","9"
"01/03/2017","43","PM2.5","Hanford-Irwin","06-031-1004","AQS","26","21","43","."
"01/04/2017","32","PM2.5","Corcoran-Patterson","06-031-0004","AQS","26","19","32","5"
"01/05/2017","30","Ozone","Hanford-Irwin","06-031-1004","AQS","30","10","25","7"
"01/06/2017","44","PM2.5","Hanford-Irwin","06-031-1004","AQS","26","17","44","17"
"01/07/2017","70","PM2.5","Corcoran-Patterson","06-031-0004","AQS","15","27","70","12"
"01/08/2017","28","PM2.5","Hanford-Irwin","06-031-1004","AQS","23","11","28","9"
"01/09/2017","32","Ozone","Hanford-Irwin","06-031-1004","AQS","32","12","12","4"
"01/10/2017","30","Ozone","Hanford-Irwin","06-031-1004","AQS","30","25","29","6"
"01/11/2017","36","Ozone","Hanford-Irwin","06-031-1004","AQS","36","12","19","11"
"01/12/2017","32","Ozone","Hanford-Irwin","06-031-1004","AQS","32","9","20","9"
"01/13/2017","43","PM2.5","Hanford-Irwin","06-031-1004","AQS","24","16","43","8"
"01/14/2017","61","PM2.5","Corcoran-Patterson","06-031-0004","AQS","26","20","61","12"
"01/15/2017","61","PM2.5","Hanford-Irwin","06-031-1004","AQS","30","21","61","9"
"01/16/2017","70","PM2.5","Hanford-Irwin","06-031-1004","AQS","27","26","70","21"
"01/17/2017","80","PM2.5","Hanford-Irwin","06-031-1004","AQS","19","34","80","21"
"01/18/2017","72","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","25","72","15"
"01/19/2017","37","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","37","10","22","9"
"01/20/2017","35","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","35","6","17","10"
"01/21/2017","33","Ozone","Hanford-Irwin","06-031-1004","AQS","33","16","25","8"
"01/22/2017","36","Ozone","Hanford-Irwin","06-031-1004","AQS","36","6","14","2"
"01/23/2017","35","Ozone","Hanford-Irwin","06-031-1004","AQS","35","6","20","18"
"01/24/2017","37","PM2.5","Hanford-Irwin","06-031-1004","AQS","34","11","37","13"
"01/25/2017","53","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","18","53","25"
"01/26/2017","74","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","27","74","18"
"01/27/2017","78","PM2.5","Corcoran-Patterson","06-031-0004","AQS","28","29","78","28"
"01/28/2017","85","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","32","85","23"
"01/29/2017","99","PM2.5","Hanford-Irwin","06-031-1004","AQS","32","41","99","31"
"01/30/2017","90","PM2.5","Hanford-Irwin","06-031-1004","AQS","29","40","90","24"
"01/31/2017","127","PM2.5","Corcoran-Patterson","06-031-0004","AQS","30","44","127","21"
"02/01/2017","100","PM2.5","Hanford-Irwin","06-031-1004","AQS","30","45","100","30"
"02/02/2017","57","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","21","57","."
"02/03/2017","38","PM2.5","Corcoran-Patterson","06-031-0004","AQS","30","11","38","6"
"02/04/2017","40","PM2.5","Hanford-Irwin","06-031-1004","AQS","33","17","40","18"
"02/05/2017","55","PM2.5","Hanford-Irwin","06-031-1004","AQS","24","19","55","9"
"02/06/2017","22","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","22","7","18","8"
"02/07/2017","24","Ozone","Hanford-Irwin","06-031-1004","AQS","24","6","15","4"
"02/08/2017","22","PM2.5","Hanford-Irwin","06-031-1004","AQS","16","9","22","8"
"02/09/2017","42","PM2.5","Hanford-Irwin","06-031-1004","AQS","12","19","42","9"
"02/10/2017","31","Ozone","Hanford-Irwin","06-031-1004","AQS","31","7","22","4"
"02/11/2017","30","Ozone","Hanford-Irwin","06-031-1004","AQS","30","10","27","9"
"02/12/2017","54","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","19","54","18"
"02/13/2017","62","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","19","62","14"
"02/14/2017","72","PM2.5","Hanford-Irwin","06-031-1004","AQS","35","31","72","21"
"02/15/2017","107","PM2.5","Hanford-Irwin","06-031-1004","AQS","33","41","107","19"
"02/16/2017","49","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","19","49","9"
"02/17/2017","31","Ozone","Hanford-Irwin","06-031-1004","AQS","31","7","13","5"
"02/18/2017","41","Ozone","Hanford-Irwin","06-031-1004","AQS","41","6","16","4"
"02/19/2017","37","Ozone","Hanford-Irwin","06-031-1004","AQS","37","13","19","3"
"02/20/2017","31","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","31","9","18","1"
"02/21/2017","38","Ozone","Hanford-Irwin","06-031-1004","AQS","38","10","15","8"
"02/22/2017","40","Ozone","Hanford-Irwin","06-031-1004","AQS","40","13","26","12"
"02/23/2017","37","Ozone","Santa Rosa Rancheria","06-031-0500","AQS","37","10","20","10"
"02/24/2017","38","PM2.5","Hanford-Irwin","06-031-1004","AQS","37","18","38","."
"02/25/2017","61","PM2.5","Hanford-Irwin","06-031-1004","AQS","31","20","61","18"
"02/26/2017","69","PM2.5","Hanford-Irwin","06-031-1004","AQS","39","25","69","11"
"02/27/2017","40","PM2.5","Hanford-Irwin","06-031-1004","AQS","40","15","40","13"
"02/28/2017","38","Ozone","Hanford-Irwin","06-031-1004","AQS","38","18","31","18"
"03/01/2017","52","PM2.5","Hanford-Irwin","06-031-1004","AQS","40","26","52","16"
"03/02/2017","85","PM2.5","Hanford-Irwin","06-031-1004","AQS","42","41","85","21"
"03/03/2017","58","PM2.5","Corcoran-Patterson","06-031-0004","AQS","41","37","58","27"
"03/04/2017","59","PM2.5","Corcoran-Patterson","06-031-0004","AQS","43","33","59","18"
"03/05/2017","39","Ozone","Hanford-Irwin","06-031-1004","AQS","39","10","12","19"
"03/06/2017","42","Ozone","Hanford-Irwin","06-031-1004","AQS","42","13","18","16"
"03/07/2017","44","PM2.5","Hanford-Irwin","06-031-1004","AQS","42","23","44","15"
"03/08/2017","60","PM2.5","Hanford-Irwin","06-031-1004","AQS","42","29","60","29"
"03/09/2017","88","PM2.5","Hanford-Irwin","06-031-1004","AQS","47","47","88","32"
