"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25","NO2"
"01/01/2017","52","PM2.5","Merced-M Street","06-047-2510","AQS","27","13","52","9"
"01/02/2017","46","PM2.5","Merced-Coffee","06-047-0003","AQS","22",".","46","8"
"01/03/2017","33","Ozone","Merced-Coffee","06-047-0003","AQS","33",".","18","8"
"01/04/2017","32","Ozone","Merced-Coffee","06-047-0003","AQS","32",".","12","8"
"01/05/2017","27","Ozone","Merced-Coffee","06-047-0003","AQS","27",".","21","15"
"01/06/2017","62","PM2.5","Merced-Coffee","06-047-0003","AQS","20",".","62","19"
"01/07/2017","33","PM2.5","Merced-M Street","06-047-2510","AQS","23","7","33","8"
"01/08/2017","22","Ozone","Merced-Coffee","06-047-0003","AQS","22",".","13","3"
"01/09/2017","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","11","8"
"01/10/2017","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","15","3"
"01/11/2017","35","Ozone","Merced-Coffee","06-047-0003","AQS","35",".","15","11"
"01/12/2017","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","20","13"
"01/13/2017","37","PM2.5","Merced-M Street","06-047-2510","AQS","19","8","37","6"
"01/14/2017","49","PM2.5","Merced-Coffee","06-047-0003","AQS","21",".","49","8"
"01/15/2017","56","PM2.5","Merced-Coffee","06-047-0003","AQS","21",".","56","9"
"01/16/2017","60","PM2.5","Merced-M Street","06-047-2510","AQS","25",".","60","15"
"01/17/2017","77","PM2.5","Merced-Coffee","06-047-0003","AQS","20",".","77","17"
"01/18/2017","71","PM2.5","Merced-Coffee","06-047-0003","AQS","38",".","71","11"
"01/19/2017","31","Ozone","Merced-Coffee","06-047-0003","AQS","31","7","18","8"
"01/20/2017","35","Ozone","Merced-Coffee","06-047-0003","AQS","35",".","9","6"
"01/21/2017","37","Ozone","Merced-Coffee","06-047-0003","AQS","37",".","13","5"
"01/22/2017","37","Ozone","Merced-Coffee","06-047-0003","AQS","37",".","4","4"
"01/23/2017","36","Ozone","Merced-Coffee","06-047-0003","AQS","36",".","3","8"
"01/24/2017","31","Ozone","Merced-Coffee","06-047-0003","AQS","31",".","27","14"
"01/25/2017","56","PM2.5","Merced-M Street","06-047-2510","AQS","31","19","56","28"
"01/26/2017","55","PM2.5","Merced-M Street","06-047-2510","AQS","23",".","55","19"
"01/27/2017","70","PM2.5","Merced-M Street","06-047-2510","AQS","23",".","70","17"
"01/28/2017","77","PM2.5","Merced-M Street","06-047-2510","AQS","28",".","77","17"
"01/29/2017","87","PM2.5","Merced-M Street","06-047-2510","AQS","29",".","87","24"
"01/30/2017","75","PM2.5","Merced-M Street","06-047-2510","AQS","28",".","75","24"
"01/31/2017","90","PM2.5","Merced-Coffee","06-047-0003","AQS","31","40","90","23"
"02/01/2017","110","PM2.5","Merced-Coffee","06-047-0003","AQS","30",".","110","20"
"02/02/2017","40","PM2.5","Merced-Coffee","06-047-0003","AQS","31",".","40","8"
"02/03/2017","34","Ozone","Merced-Coffee","06-047-0003","AQS","34",".","22","15"
