"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2017","48","PM2.5","Yreka","06-093-2001","AQS","24","48"
"01/02/2017","29","Ozone","Yreka","06-093-2001","AQS","29","."
"01/03/2017","24","Ozone","Yreka","06-093-2001","AQS","24","."
"01/04/2017","16","Ozone","Yreka","06-093-2001","AQS","16","5"
"01/05/2017","23","Ozone","Yreka","06-093-2001","AQS","23","."
"01/06/2017","17","Ozone","Yreka","06-093-2001","AQS","17","."
"01/07/2017","66","PM2.5","Yreka","06-093-2001","AQS","12","66"
"01/08/2017","32","Ozone","Yreka","06-093-2001","AQS","32","."
"01/09/2017","31","Ozone","Yreka","06-093-2001","AQS","31","."
"01/10/2017","14","Ozone","Yreka","06-093-2001","AQS","14","0"
"01/11/2017","25","Ozone","Yreka","06-093-2001","AQS","25","."
"01/12/2017","19","Ozone","Yreka","06-093-2001","AQS","19","."
"01/13/2017","19","Ozone","Yreka","06-093-2001","AQS","19","3"
"01/14/2017","19","Ozone","Yreka","06-093-2001","AQS","19","."
"01/15/2017","18","Ozone","Yreka","06-093-2001","AQS","18","."
"01/16/2017","52","PM2.5","Yreka","06-093-2001","AQS","19","52"
"01/17/2017","16","Ozone","Yreka","06-093-2001","AQS","16","."
"01/18/2017","20","Ozone","Yreka","06-093-2001","AQS","20","."
"01/19/2017","19","Ozone","Yreka","06-093-2001","AQS","19","0"
"01/20/2017","25","Ozone","Yreka","06-093-2001","AQS","25","."
"01/21/2017","31","Ozone","Yreka","06-093-2001","AQS","31","."
"01/22/2017","31","Ozone","Yreka","06-093-2001","AQS","31","2"
"01/23/2017","25","Ozone","Yreka","06-093-2001","AQS","25","."
"01/24/2017","18","Ozone","Yreka","06-093-2001","AQS","18","."
"01/25/2017","54","PM2.5","Yreka","06-093-2001","AQS","14","54"
"01/26/2017","19","Ozone","Yreka","06-093-2001","AQS","19","."
"01/27/2017","20","Ozone","Yreka","06-093-2001","AQS","20","."
"01/28/2017","12","Ozone","Yreka","06-093-2001","AQS","12","4"
"01/29/2017","15","Ozone","Yreka","06-093-2001","AQS","15","."
"01/30/2017","17","Ozone","Yreka","06-093-2001","AQS","17","."
"01/31/2017","58","PM2.5","Yreka","06-093-2001","AQS","13","58"
"02/01/2017","6","Ozone","Yreka","06-093-2001","AQS","6","."
"02/02/2017","31","Ozone","Yreka","06-093-2001","AQS","31","."
"02/03/2017","31","Ozone","Yreka","06-093-2001","AQS","31","1"
"02/04/2017","34","Ozone","Yreka","06-093-2001","AQS","34","."
"02/05/2017","39","Ozone","Yreka","06-093-2001","AQS","39","."
"02/06/2017","40","Ozone","Yreka","06-093-2001","AQS","40","10"
"02/07/2017","35","Ozone","Yreka","06-093-2001","AQS","35","."
"02/08/2017","15","Ozone","Yreka","06-093-2001","AQS","15","."
"02/09/2017","18","Ozone","Yreka","06-093-2001","AQS","18","1"
"02/10/2017","27","Ozone","Yreka","06-093-2001","AQS","27","."
"02/11/2017","22","Ozone","Yreka","06-093-2001","AQS","22","."
"02/12/2017","31","PM2.5","Yreka","06-093-2001","AQS","22","31"
"02/13/2017","14","Ozone","Yreka","06-093-2001","AQS","14","."
"02/14/2017","19","Ozone","Yreka","06-093-2001","AQS","19","."
"02/15/2017","36","Ozone","Yreka","06-093-2001","AQS","36","7"
"02/16/2017","37","Ozone","Yreka","06-093-2001","AQS","37","."
"02/17/2017","19","Ozone","Yreka","06-093-2001","AQS","19","."
"02/18/2017","27","Ozone","Yreka","06-093-2001","AQS","27","9"
"02/19/2017","29","Ozone","Yreka","06-093-2001","AQS","29","."
"02/20/2017","43","Ozone","Yreka","06-093-2001","AQS","43","."
"02/21/2017","39","Ozone","Yreka","06-093-2001","AQS","39","1"
"02/22/2017","33","Ozone","Yreka","06-093-2001","AQS","33","."
"02/24/2017","16","PM2.5","Yreka","06-093-2001","AQS",".","16"
"02/27/2017","2","PM2.5","Lava Beds National Monument","06-093-0005","AQS",".","2"
"03/02/2017","32","PM2.5","Yreka","06-093-2001","AQS",".","32"
"03/05/2017","0","PM2.5","Lava Beds National Monument","06-093-0005","AQS",".","0"
"03/08/2017","11","PM2.5","Yreka","06-093-2001","AQS",".","11"
"03/11/2017","4","PM2.5","Lava Beds National Monument","06-093-0005","AQS",".","4"
"03/14/2017","10","PM2.5","Lava Beds National Monument","06-093-0005","AQS",".","10"
"03/17/2017","20","PM2.5","Yreka","06-093-2001","AQS",".","20"
