"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2017","36","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","36","6","11"
"01/02/2017","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32",".","."
"01/03/2017","33","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","33",".","."
"01/04/2017","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31",".","."
"01/05/2017","27","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","27","3","."
"01/06/2017","33","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","33",".","."
"01/07/2017","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31","3","11"
"01/08/2017","36","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","36",".","."
"01/09/2017","39","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","39",".","."
"01/10/2017","40","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","40",".","."
"01/11/2017","36","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","36",".","."
"01/12/2017","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31",".","."
"01/13/2017","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19","6","15"
"01/14/2017","18","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","18",".","."
"01/15/2017","15","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","15",".","."
"01/16/2017","18","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","18",".","."
"01/17/2017","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19",".","."
"01/18/2017","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37",".","."
"01/19/2017","37","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","37","5","8"
"01/20/2017","36","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","36",".","."
"01/21/2017","38","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","38",".","."
"01/22/2017","34","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","34",".","."
"01/23/2017","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32",".","."
"01/24/2017","32","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","32",".","."
"01/25/2017","22","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","22","5","8"
"01/26/2017","19","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","19",".","."
"01/27/2017","27","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","27",".","."
"01/28/2017","26","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","26",".","."
"01/29/2017","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23",".","."
"01/30/2017","22","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","22",".","."
"01/31/2017","20","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","20","9","18"
"02/01/2017","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31",".","."
"02/02/2017","33","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","33",".","."
"02/03/2017","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35",".","."
"02/04/2017","35","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","35",".","."
"02/05/2017","42","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","42",".","."
"02/06/2017","40","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","40","2","3"
"02/07/2017","31","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","31",".","."
"02/08/2017","18","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","18",".","."
"02/09/2017","38","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","38",".","."
"02/10/2017","33","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","33",".","."
"02/11/2017","27","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","27",".","."
"02/12/2017","30","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","30","4","5"
"02/13/2017","23","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","23",".","."
"02/14/2017","27","Ozone","Lakeport-Lakeport Blvd.","06-033-3001","AQS","27",".","."
